

Date,Time,ROI 1 4Sigma Width A1 [µm],ROI 1 4Sigma Width A2 [µm],ROI 1 Goodness of Gaussian fit A1,ROI 1 Roughness of Gaussian fit A1,ROI 1 Goodness of Gaussian fit A2,ROI 1 Roughness of Gaussian fit A2,
5/31/2018,3:26:36 PM,3484.34,3680.79,0.04,0.03,0.06,0.03,
5/31/2018,3:26:37 PM,3123.88,3576.20,0.08,0.02,0.08,0.03,
5/31/2018,3:26:38 PM,3319.65,3717.88,0.05,0.03,0.03,0.03,
5/31/2018,3:26:39 PM,3128.38,3666.05,0.06,0.03,0.07,0.03,
5/31/2018,3:26:40 PM,3531.67,3400.48,0.03,0.03,0.09,0.03,
5/31/2018,3:26:41 PM,3528.27,3690.76,0.03,0.03,0.05,0.03,
5/31/2018,3:26:42 PM,3606.35,3810.74,0.04,0.04,0.05,0.03,
5/31/2018,3:26:43 PM,3615.53,3188.98,0.03,0.04,0.06,0.02,
5/31/2018,3:26:44 PM,3640.13,3644.83,0.04,0.04,0.08,0.02,
5/31/2018,3:26:45 PM,3596.84,3471.99,0.04,0.03,0.27,0.02,
5/31/2018,3:26:46 PM,3421.32,3946.17,0.05,0.04,0.05,0.04,
5/31/2018,3:26:47 PM,2921.25,3551.32,0.05,0.03,0.14,0.02,
5/31/2018,3:26:48 PM,3297.13,3604.79,0.04,0.02,0.07,0.03,
5/31/2018,3:26:49 PM,3696.08,3672.88,0.03,0.04,0.06,0.02,
5/31/2018,3:26:50 PM,3111.20,3644.15,0.18,0.02,0.09,0.03,
5/31/2018,3:26:51 PM,3230.07,3760.28,0.06,0.03,0.08,0.03,
5/31/2018,3:26:52 PM,3060.64,3757.25,0.13,0.01,0.07,0.03,
5/31/2018,3:26:53 PM,3335.72,3266.06,0.04,0.02,0.06,0.01,
5/31/2018,3:26:54 PM,3635.55,3670.97,0.03,0.03,0.04,0.03,
5/31/2018,3:26:55 PM,3750.68,3666.67,0.03,0.03,0.07,0.02,
5/31/2018,3:26:57 PM,3205.09,4140.07,0.08,0.02,0.03,0.05,
5/31/2018,3:26:58 PM,3174.62,3615.94,0.05,0.02,0.05,0.02,
5/31/2018,3:26:59 PM,3619.59,3769.13,0.03,0.03,0.06,0.03,
5/31/2018,3:27:00 PM,3418.87,3388.94,0.04,0.04,0.42,0.01,
5/31/2018,3:27:01 PM,3356.26,3368.97,0.04,0.03,0.19,0.01,
5/31/2018,3:27:02 PM,3659.40,3947.54,0.03,0.03,0.03,0.04,
5/31/2018,3:27:03 PM,3079.22,3616.13,0.10,0.02,0.12,0.03,
5/31/2018,3:27:04 PM,3237.69,3916.21,0.08,0.03,0.03,0.04,
5/31/2018,3:27:05 PM,3216.77,4045.71,0.13,0.02,0.03,0.04,
5/31/2018,3:27:06 PM,3479.10,3719.74,0.05,0.03,0.06,0.02,
5/31/2018,3:27:07 PM,3520.39,3574.48,0.03,0.03,0.10,0.03,
5/31/2018,3:27:08 PM,3484.29,3427.59,0.03,0.03,0.15,0.02,
5/31/2018,3:27:09 PM,3365.21,3486.45,0.03,0.03,0.08,0.02,
5/31/2018,3:27:10 PM,3491.54,3581.16,0.03,0.04,0.12,0.03,
5/31/2018,3:27:11 PM,3705.65,3535.33,0.03,0.04,0.14,0.03,
5/31/2018,3:27:12 PM,3122.85,3569.67,0.06,0.02,0.09,0.02,
5/31/2018,3:27:13 PM,3526.42,3311.22,0.03,0.03,0.05,0.02,
5/31/2018,3:27:14 PM,3317.36,3818.14,0.07,0.03,0.04,0.03,
5/31/2018,3:27:15 PM,2982.36,3649.22,0.11,0.02,0.05,0.03,
5/31/2018,3:27:16 PM,3041.17,3613.92,0.08,0.02,0.08,0.03,
5/31/2018,3:27:17 PM,3424.27,3754.79,0.04,0.02,0.05,0.03,
5/31/2018,3:27:18 PM,3339.84,3712.96,0.05,0.02,0.08,0.02,
5/31/2018,3:27:19 PM,3321.74,3289.17,0.05,0.02,0.11,0.01,
5/31/2018,3:27:20 PM,3148.72,3293.75,0.07,0.02,0.09,0.01,
5/31/2018,3:27:21 PM,3227.23,3468.76,0.06,0.02,0.13,0.02,
5/31/2018,3:27:22 PM,3685.27,3692.43,0.02,0.02,0.05,0.02,
5/31/2018,3:27:23 PM,3222.70,3300.58,0.07,0.02,0.13,0.02,
5/31/2018,3:27:24 PM,3144.07,3527.42,0.06,0.02,0.10,0.02,
5/31/2018,3:27:25 PM,3741.08,3434.51,0.02,0.03,0.19,0.02,
5/31/2018,3:27:26 PM,3761.50,3470.22,0.02,0.03,0.15,0.02,
5/31/2018,3:27:27 PM,3360.68,3538.46,0.04,0.03,0.07,0.03,
5/31/2018,3:27:28 PM,3174.02,3485.27,0.09,0.02,0.05,0.03,
5/31/2018,3:27:29 PM,3027.35,3485.24,0.19,0.02,0.12,0.03,
5/31/2018,3:27:30 PM,3687.02,3869.19,0.03,0.04,0.04,0.03,
5/31/2018,3:27:31 PM,3402.70,3328.28,0.04,0.03,0.15,0.02,
5/31/2018,3:27:32 PM,3694.62,3783.55,0.03,0.04,0.06,0.03,
5/31/2018,3:27:33 PM,3313.39,3592.98,0.05,0.03,0.06,0.02,
5/31/2018,3:27:34 PM,3475.13,3679.30,0.03,0.03,0.04,0.02,
5/31/2018,3:27:35 PM,3316.55,3625.15,0.05,0.03,0.07,0.03,
5/31/2018,3:27:36 PM,3296.77,3785.56,0.06,0.04,0.06,0.03,
5/31/2018,3:27:37 PM,3521.01,3523.44,0.03,0.03,0.18,0.02,
5/31/2018,3:27:38 PM,3205.92,3471.94,0.06,0.03,0.19,0.02,
5/31/2018,3:27:39 PM,3394.27,3285.65,0.06,0.03,0.10,0.02,
5/31/2018,3:27:40 PM,3339.92,3359.47,0.04,0.02,0.21,0.02,
5/31/2018,3:27:41 PM,3092.31,3770.56,0.14,0.03,0.04,0.02,
5/31/2018,3:27:42 PM,3360.00,3516.00,0.06,0.02,0.16,0.02,
5/31/2018,3:27:43 PM,2999.35,3342.15,0.06,0.02,0.09,0.02,
5/31/2018,3:27:44 PM,3010.04,3368.04,0.12,0.02,0.17,0.02,
5/31/2018,3:27:45 PM,3608.47,3431.31,0.03,0.03,0.31,0.02,
5/31/2018,3:27:46 PM,3614.83,3973.08,0.04,0.04,0.03,0.03,
5/31/2018,3:27:47 PM,3388.48,3258.04,0.06,0.04,0.07,0.02,
5/31/2018,3:27:48 PM,3353.73,3272.55,0.04,0.03,0.21,0.01,
5/31/2018,3:27:49 PM,3409.69,3547.92,0.04,0.03,0.14,0.03,
5/31/2018,3:27:50 PM,3438.02,3409.08,0.04,0.03,0.22,0.02,
5/31/2018,3:27:51 PM,3319.26,3447.87,0.06,0.03,0.13,0.03,
5/31/2018,3:27:52 PM,3543.87,3434.91,0.04,0.03,0.11,0.02,
5/31/2018,3:27:53 PM,3184.65,3582.44,0.05,0.03,0.06,0.02,
5/31/2018,3:27:54 PM,3248.91,3569.85,0.09,0.02,0.17,0.02,
5/31/2018,3:27:55 PM,3219.62,4123.23,0.12,0.02,0.02,0.04,
5/31/2018,3:27:56 PM,3138.51,3338.35,0.09,0.02,0.16,0.02,
5/31/2018,3:27:57 PM,3546.02,3785.74,0.03,0.03,0.04,0.03,
5/31/2018,3:27:58 PM,3419.53,3359.02,0.05,0.03,0.12,0.02,
5/31/2018,3:27:59 PM,3458.13,3553.42,0.05,0.04,0.08,0.02,
5/31/2018,3:28:00 PM,3438.15,3645.10,0.03,0.02,0.06,0.02,
5/31/2018,3:28:01 PM,3028.33,3955.94,0.04,0.03,0.03,0.03,
5/31/2018,3:28:02 PM,3545.60,3496.05,0.03,0.03,0.04,0.03,
5/31/2018,3:28:03 PM,3551.51,3611.12,0.03,0.03,0.11,0.03,
5/31/2018,3:28:04 PM,3390.49,3574.95,0.04,0.03,0.11,0.02,
5/31/2018,3:28:05 PM,3302.08,3714.76,0.07,0.03,0.08,0.03,
5/31/2018,3:28:06 PM,3533.41,3505.75,0.03,0.03,0.12,0.02,
5/31/2018,3:28:07 PM,3141.64,3487.07,0.05,0.03,0.11,0.02,
5/31/2018,3:28:08 PM,4074.03,3801.00,0.02,0.05,0.04,0.03,
5/31/2018,3:28:09 PM,3571.55,3517.51,0.03,0.03,0.05,0.03,
5/31/2018,3:28:10 PM,3152.95,3542.08,0.08,0.02,0.19,0.02,
5/31/2018,3:28:11 PM,3092.21,3412.01,0.11,0.02,0.29,0.02,
5/31/2018,3:28:12 PM,3272.20,3357.31,0.06,0.02,0.11,0.02,
5/31/2018,3:28:13 PM,3046.46,3713.37,0.07,0.02,0.08,0.03,
5/31/2018,3:28:14 PM,3574.54,3430.29,0.03,0.03,0.09,0.02,
5/31/2018,3:28:15 PM,3918.15,3250.71,0.02,0.04,0.09,0.01,
5/31/2018,3:28:16 PM,3516.81,3281.84,0.03,0.03,0.10,0.01,
5/31/2018,3:28:17 PM,3664.39,3541.07,0.02,0.04,0.08,0.02,
5/31/2018,3:28:18 PM,2988.25,3702.61,0.06,0.02,0.07,0.02,
5/31/2018,3:28:19 PM,3402.20,3321.85,0.06,0.03,0.20,0.02,
5/31/2018,3:28:20 PM,3263.64,3609.09,0.07,0.02,0.09,0.04,
5/31/2018,3:28:21 PM,3798.14,3703.99,0.02,0.04,0.03,0.03,
5/31/2018,3:28:22 PM,3524.80,3809.53,0.04,0.04,0.03,0.03,
5/31/2018,3:28:23 PM,3480.61,4050.97,0.04,0.03,0.03,0.04,
5/31/2018,3:28:24 PM,3536.05,3744.90,0.03,0.03,0.04,0.03,
5/31/2018,3:28:25 PM,3424.48,3428.88,0.05,0.02,0.27,0.02,
5/31/2018,3:28:26 PM,3635.00,3547.51,0.03,0.04,0.10,0.02,
5/31/2018,3:28:27 PM,3486.23,3620.27,0.04,0.03,0.09,0.02,
5/31/2018,3:28:28 PM,3491.98,3754.65,0.04,0.04,0.04,0.03,
5/31/2018,3:28:29 PM,3239.95,3741.28,0.07,0.03,0.05,0.03,
5/31/2018,3:28:30 PM,3424.41,3760.96,0.04,0.03,0.04,0.03,
5/31/2018,3:28:31 PM,3182.34,3567.29,0.06,0.02,0.08,0.03,
5/31/2018,3:28:32 PM,3618.43,3407.11,0.03,0.03,0.14,0.02,
5/31/2018,3:28:34 PM,3668.26,3408.83,0.03,0.03,0.08,0.02,
5/31/2018,3:28:35 PM,3287.79,3683.66,0.06,0.03,0.08,0.03,
5/31/2018,3:28:36 PM,3028.78,3583.86,0.06,0.02,0.19,0.02,
5/31/2018,3:28:37 PM,3213.18,3396.48,0.08,0.02,0.32,0.02,
5/31/2018,3:28:38 PM,3252.87,3504.77,0.04,0.03,0.08,0.02,
5/31/2018,3:28:39 PM,3443.75,3746.25,0.04,0.03,0.06,0.04,
5/31/2018,3:28:40 PM,3242.20,3841.46,0.07,0.03,0.04,0.04,
5/31/2018,3:28:41 PM,3312.40,3458.69,0.06,0.03,0.25,0.02,
5/31/2018,3:28:42 PM,3265.27,3588.16,0.06,0.02,0.10,0.03,
5/31/2018,3:28:43 PM,3219.50,3926.37,0.07,0.02,0.03,0.04,
5/31/2018,3:28:44 PM,3251.45,3933.75,0.08,0.02,0.03,0.04,
5/31/2018,3:28:45 PM,3539.98,3478.50,0.03,0.03,0.17,0.02,
5/31/2018,3:28:46 PM,3635.43,3734.85,0.02,0.03,0.06,0.03,
5/31/2018,3:28:47 PM,3122.72,3913.29,0.13,0.02,0.04,0.04,
5/31/2018,3:28:48 PM,3394.16,3357.44,0.06,0.03,0.21,0.02,
5/31/2018,3:28:49 PM,3075.52,3511.03,0.05,0.03,0.17,0.03,
5/31/2018,3:28:50 PM,3281.39,3635.20,0.05,0.02,0.10,0.03,
5/31/2018,3:28:51 PM,3492.11,3393.71,0.03,0.03,0.11,0.02,
5/31/2018,3:28:52 PM,3453.55,3406.78,0.04,0.03,0.17,0.02,
5/31/2018,3:28:53 PM,3313.60,3553.71,0.07,0.03,0.10,0.02,
5/31/2018,3:28:54 PM,3095.26,3786.70,0.12,0.02,0.05,0.03,
5/31/2018,3:28:55 PM,3547.02,3974.31,0.03,0.04,0.03,0.04,
5/31/2018,3:28:56 PM,3722.96,3434.49,0.03,0.04,0.29,0.02,
5/31/2018,3:28:57 PM,3809.35,3328.02,0.02,0.04,0.29,0.02,
5/31/2018,3:28:58 PM,3598.07,3502.51,0.03,0.04,0.16,0.03,
5/31/2018,3:28:59 PM,3449.29,3744.03,0.04,0.02,0.06,0.03,
5/31/2018,3:29:00 PM,3273.64,3263.81,0.07,0.03,0.09,0.01,
5/31/2018,3:29:01 PM,3236.82,3625.22,0.07,0.02,0.07,0.02,
5/31/2018,3:29:02 PM,3609.26,3584.62,0.03,0.04,0.12,0.02,
5/31/2018,3:29:03 PM,3410.67,3353.09,0.04,0.03,0.17,0.02,
5/31/2018,3:29:04 PM,3442.15,4038.55,0.04,0.03,0.03,0.04,
5/31/2018,3:29:05 PM,3557.01,4143.82,0.03,0.03,0.02,0.04,
5/31/2018,3:29:06 PM,3352.78,3501.57,0.04,0.03,0.09,0.02,
5/31/2018,3:29:07 PM,3623.12,3732.07,0.03,0.03,0.08,0.04,
5/31/2018,3:29:08 PM,3506.43,3642.55,0.04,0.04,0.09,0.02,
5/31/2018,3:29:09 PM,3301.92,3956.27,0.04,0.02,0.04,0.03,
5/31/2018,3:29:10 PM,3160.07,3810.61,0.08,0.02,0.05,0.03,
5/31/2018,3:29:11 PM,3461.81,3817.62,0.04,0.03,0.05,0.04,
5/31/2018,3:29:12 PM,3684.01,3726.59,0.03,0.04,0.08,0.04,
5/31/2018,3:29:13 PM,3120.60,3977.53,0.08,0.02,0.02,0.04,
5/31/2018,3:29:14 PM,3117.11,3560.63,0.05,0.03,0.12,0.02,
5/31/2018,3:29:15 PM,3615.42,3674.97,0.03,0.04,0.05,0.02,
5/31/2018,3:29:16 PM,3614.48,3672.22,0.04,0.04,0.06,0.02,
5/31/2018,3:29:17 PM,3344.19,3561.95,0.06,0.03,0.11,0.02,
5/31/2018,3:29:18 PM,3195.92,3854.14,0.09,0.02,0.04,0.02,
5/31/2018,3:29:19 PM,3761.03,3728.29,0.02,0.03,0.03,0.03,
5/31/2018,3:29:20 PM,3339.53,3543.23,0.04,0.03,0.15,0.02,
5/31/2018,3:29:21 PM,3119.25,3582.93,0.07,0.02,0.20,0.03,
5/31/2018,3:29:22 PM,3534.47,3407.69,0.04,0.04,0.19,0.01,
5/31/2018,3:29:23 PM,3381.71,3561.36,0.05,0.03,0.07,0.03,
5/31/2018,3:29:24 PM,3381.60,3675.50,0.05,0.03,0.06,0.03,
5/31/2018,3:29:25 PM,3425.60,3420.09,0.04,0.03,0.21,0.02,
5/31/2018,3:29:26 PM,3652.21,3406.07,0.03,0.04,0.11,0.02,
5/31/2018,3:29:27 PM,3467.53,3371.50,0.04,0.03,0.04,0.02,
5/31/2018,3:29:28 PM,3486.69,3788.86,0.03,0.03,0.05,0.03,
5/31/2018,3:29:29 PM,3488.03,3463.56,0.05,0.03,0.11,0.02,
5/31/2018,3:29:30 PM,3122.89,3540.53,0.18,0.02,0.13,0.02,
5/31/2018,3:29:31 PM,3316.44,3766.11,0.05,0.02,0.05,0.03,
5/31/2018,3:29:32 PM,3483.34,3611.70,0.04,0.03,0.07,0.04,
5/31/2018,3:29:33 PM,3497.31,3621.80,0.05,0.03,0.08,0.03,
5/31/2018,3:29:34 PM,3486.01,3290.62,0.04,0.03,0.08,0.01,
5/31/2018,3:29:35 PM,3841.96,3537.62,0.02,0.04,0.06,0.02,
5/31/2018,3:29:36 PM,3593.32,3733.83,0.04,0.04,0.05,0.03,
5/31/2018,3:29:37 PM,3346.18,3849.21,0.04,0.02,0.05,0.03,
5/31/2018,3:29:38 PM,3553.67,3313.07,0.03,0.03,0.13,0.02,
5/31/2018,3:29:39 PM,3334.34,3805.35,0.05,0.03,0.04,0.03,
5/31/2018,3:29:40 PM,3580.48,3561.31,0.03,0.04,0.07,0.03,
5/31/2018,3:29:41 PM,3150.81,3706.35,0.05,0.03,0.07,0.03,
5/31/2018,3:29:42 PM,3283.80,3793.62,0.04,0.04,0.05,0.03,
5/31/2018,3:29:43 PM,3284.57,3516.13,0.06,0.02,0.20,0.03,
5/31/2018,3:29:44 PM,3155.67,3538.13,0.10,0.02,0.09,0.02,
5/31/2018,3:29:45 PM,3694.16,3916.22,0.03,0.04,0.06,0.03,
5/31/2018,3:29:46 PM,3357.85,3667.52,0.06,0.03,0.05,0.03,
5/31/2018,3:29:47 PM,3399.92,3410.09,0.05,0.02,0.19,0.02,
5/31/2018,3:29:48 PM,3180.49,3651.39,0.07,0.02,0.09,0.03,
5/31/2018,3:29:49 PM,3491.68,4169.70,0.03,0.03,0.03,0.05,
5/31/2018,3:29:50 PM,2925.40,3410.92,0.06,0.02,0.14,0.02,
5/31/2018,3:29:51 PM,3195.22,3841.01,0.06,0.02,0.04,0.04,
5/31/2018,3:29:52 PM,3669.51,3510.51,0.03,0.03,0.13,0.02,
5/31/2018,3:29:53 PM,3032.00,3635.99,0.05,0.03,0.13,0.03,
5/31/2018,3:29:54 PM,3132.88,3602.23,0.10,0.02,0.07,0.02,
5/31/2018,3:29:55 PM,3450.66,3452.72,0.04,0.04,0.19,0.02,
5/31/2018,3:29:56 PM,3192.47,3811.14,0.05,0.03,0.04,0.03,
5/31/2018,3:29:57 PM,3256.81,3302.56,0.07,0.02,0.16,0.01,
5/31/2018,3:29:58 PM,3190.84,3940.11,0.09,0.02,0.04,0.04,
5/31/2018,3:29:59 PM,3113.33,3695.09,0.08,0.02,0.06,0.03,
5/31/2018,3:30:00 PM,3450.40,3622.57,0.04,0.03,0.09,0.03,
5/31/2018,3:30:01 PM,3642.61,3529.53,0.03,0.04,0.10,0.02,
5/31/2018,3:30:02 PM,2913.45,3629.19,0.10,0.02,0.06,0.03,
5/31/2018,3:30:03 PM,3492.87,3582.84,0.04,0.04,0.22,0.02,
5/31/2018,3:30:04 PM,3167.96,3752.45,0.10,0.02,0.06,0.03,
5/31/2018,3:30:05 PM,3598.92,3454.86,0.03,0.03,0.41,0.02,
5/31/2018,3:30:06 PM,3580.25,3864.19,0.03,0.03,0.04,0.03,
5/31/2018,3:30:07 PM,3493.78,4009.24,0.04,0.03,0.03,0.03,
5/31/2018,3:30:08 PM,3719.25,3361.87,0.02,0.04,0.11,0.02,
5/31/2018,3:30:09 PM,3059.58,3568.95,0.17,0.02,0.12,0.02,
5/31/2018,3:30:10 PM,3359.11,3685.80,0.03,0.03,0.06,0.03,
5/31/2018,3:30:11 PM,3345.69,3545.06,0.05,0.02,0.10,0.02,
5/31/2018,3:30:12 PM,3403.38,3561.63,0.04,0.03,0.07,0.02,
5/31/2018,3:30:13 PM,3372.91,3423.17,0.04,0.03,0.22,0.02,
5/31/2018,3:30:14 PM,3047.75,3463.45,0.14,0.02,0.24,0.02,
5/31/2018,3:30:15 PM,3598.71,3692.88,0.03,0.03,0.06,0.02,
5/31/2018,3:30:16 PM,3282.75,3437.24,0.07,0.03,0.14,0.02,
5/31/2018,3:30:17 PM,3336.05,3690.22,0.09,0.03,0.10,0.03,
5/31/2018,3:30:18 PM,3639.39,3415.12,0.04,0.03,0.11,0.02,
5/31/2018,3:30:19 PM,3471.88,3562.41,0.03,0.03,0.11,0.02,
5/31/2018,3:30:20 PM,3496.56,3456.96,0.03,0.03,0.12,0.02,
5/31/2018,3:30:21 PM,3066.77,3804.80,0.10,0.02,0.05,0.04,
5/31/2018,3:30:22 PM,3555.27,3508.18,0.04,0.04,0.17,0.03,
5/31/2018,3:30:23 PM,3200.98,3645.33,0.07,0.03,0.09,0.02,
5/31/2018,3:30:24 PM,3434.00,3390.53,0.04,0.03,0.20,0.01,
5/31/2018,3:30:25 PM,3003.87,3415.79,0.10,0.02,0.13,0.01,
5/31/2018,3:30:26 PM,3294.95,3488.35,0.06,0.02,0.09,0.02,
5/31/2018,3:30:27 PM,3162.48,3907.49,0.08,0.02,0.03,0.03,
5/31/2018,3:30:29 PM,3688.14,3883.70,0.03,0.03,0.05,0.03,
5/31/2018,3:30:30 PM,3147.30,3370.17,0.07,0.02,0.07,0.02,
5/31/2018,3:30:31 PM,3061.48,3718.95,0.08,0.02,0.05,0.03,
5/31/2018,3:30:32 PM,3394.92,3881.76,0.06,0.02,0.05,0.03,
5/31/2018,3:30:33 PM,3188.62,3635.57,0.08,0.03,0.11,0.03,
5/31/2018,3:30:34 PM,3306.20,3702.96,0.05,0.03,0.06,0.03,
5/31/2018,3:30:35 PM,3520.04,3501.28,0.03,0.03,0.11,0.02,
5/31/2018,3:30:36 PM,3495.99,3516.41,0.04,0.04,0.08,0.02,
5/31/2018,3:30:37 PM,3317.19,3376.26,0.06,0.03,0.10,0.02,
5/31/2018,3:30:38 PM,3501.58,3523.00,0.04,0.03,0.08,0.03,
5/31/2018,3:30:39 PM,3583.73,3521.01,0.02,0.05,0.13,0.02,
5/31/2018,3:30:40 PM,3378.54,3752.54,0.05,0.02,0.05,0.03,
5/31/2018,3:30:41 PM,3348.18,3750.68,0.06,0.03,0.06,0.03,
5/31/2018,3:30:42 PM,3546.54,3639.23,0.03,0.03,0.05,0.02,
5/31/2018,3:30:43 PM,3513.49,3584.08,0.02,0.04,0.17,0.02,
5/31/2018,3:30:44 PM,3704.59,3688.60,0.02,0.04,0.07,0.03,
5/31/2018,3:30:45 PM,3337.94,3884.60,0.07,0.03,0.03,0.03,
5/31/2018,3:30:46 PM,3002.97,3923.08,0.04,0.03,0.03,0.03,
5/31/2018,3:30:47 PM,2897.79,3645.33,0.09,0.02,0.04,0.03,
5/31/2018,3:30:48 PM,3600.11,3690.11,0.05,0.05,0.03,0.03,
5/31/2018,3:30:49 PM,3570.68,3627.17,0.04,0.02,0.11,0.02,
5/31/2018,3:30:50 PM,3282.60,3667.64,0.06,0.03,0.08,0.03,
5/31/2018,3:30:51 PM,3259.60,3788.06,0.06,0.02,0.05,0.03,
5/31/2018,3:30:52 PM,3354.35,3544.08,0.05,0.03,0.13,0.02,
5/31/2018,3:30:53 PM,3361.19,3566.81,0.05,0.03,0.11,0.02,
5/31/2018,3:30:54 PM,3085.82,3572.87,0.10,0.02,0.06,0.03,
5/31/2018,3:30:55 PM,3580.47,3867.17,0.03,0.03,0.04,0.04,
5/31/2018,3:30:56 PM,3585.83,3822.27,0.04,0.03,0.04,0.04,
5/31/2018,3:30:57 PM,3253.83,3736.52,0.05,0.03,0.05,0.03,
5/31/2018,3:30:58 PM,3606.19,3893.78,0.03,0.04,0.06,0.03,
5/31/2018,3:30:59 PM,3603.51,3634.62,0.03,0.03,0.06,0.02,
5/31/2018,3:31:00 PM,3297.76,3625.78,0.07,0.03,0.09,0.02,
5/31/2018,3:31:01 PM,3074.34,4032.28,0.07,0.02,0.04,0.03,
5/31/2018,3:31:02 PM,3346.82,3553.15,0.05,0.02,0.11,0.02,
5/31/2018,3:31:03 PM,3218.29,3560.76,0.06,0.02,0.07,0.03,
5/31/2018,3:31:04 PM,3493.11,3631.22,0.05,0.02,0.06,0.02,
5/31/2018,3:31:05 PM,3438.51,3390.54,0.05,0.03,0.28,0.01,
5/31/2018,3:31:06 PM,3437.09,3725.57,0.05,0.03,0.08,0.03,
5/31/2018,3:31:07 PM,3463.57,3686.00,0.04,0.03,0.06,0.03,
5/31/2018,3:31:08 PM,3381.82,3912.71,0.04,0.04,0.04,0.03,
5/31/2018,3:31:09 PM,3117.09,3478.33,0.09,0.02,0.24,0.02,
5/31/2018,3:31:10 PM,3207.66,3441.13,0.07,0.03,0.16,0.02,
5/31/2018,3:31:11 PM,3446.18,3390.75,0.04,0.03,0.21,0.02,
5/31/2018,3:31:12 PM,3547.19,3526.12,0.03,0.03,0.09,0.02,
5/31/2018,3:31:13 PM,3617.80,3962.04,0.03,0.03,0.03,0.04,
5/31/2018,3:31:14 PM,3431.26,3474.89,0.03,0.03,0.08,0.02,
5/31/2018,3:31:15 PM,3311.15,3298.68,0.07,0.03,0.11,0.02,
5/31/2018,3:31:16 PM,3506.54,3639.03,0.03,0.03,0.10,0.02,
5/31/2018,3:31:17 PM,3348.09,3448.98,0.06,0.03,0.08,0.02,
5/31/2018,3:31:18 PM,3141.65,4048.03,0.07,0.02,0.04,0.04,
5/31/2018,3:31:19 PM,2998.70,3631.51,0.10,0.02,0.07,0.02,
5/31/2018,3:31:20 PM,3489.68,4068.97,0.05,0.03,0.03,0.04,
5/31/2018,3:31:21 PM,3054.66,3724.61,0.13,0.02,0.08,0.03,
5/31/2018,3:31:22 PM,3328.66,3480.16,0.07,0.03,0.10,0.03,
5/31/2018,3:31:23 PM,3278.02,3170.27,0.05,0.02,0.07,0.02,
5/31/2018,3:31:24 PM,3516.08,3290.63,0.03,0.03,0.08,0.02,
5/31/2018,3:31:25 PM,3465.08,4115.15,0.04,0.03,0.03,0.04,
5/31/2018,3:31:26 PM,3377.19,3396.92,0.06,0.02,0.26,0.02,
5/31/2018,3:31:27 PM,3163.81,3634.35,0.05,0.03,0.08,0.02,
5/31/2018,3:31:28 PM,3135.02,3970.38,0.04,0.03,0.04,0.04,
5/31/2018,3:31:29 PM,3290.56,3697.77,0.07,0.02,0.04,0.03,
5/31/2018,3:31:30 PM,3569.57,3549.22,0.04,0.04,0.09,0.02,
5/31/2018,3:31:31 PM,3503.68,3773.81,0.03,0.04,0.05,0.03,
5/31/2018,3:31:32 PM,3261.76,3653.11,0.05,0.02,0.09,0.03,
5/31/2018,3:31:33 PM,3299.16,3383.75,0.05,0.03,0.11,0.02,
5/31/2018,3:31:34 PM,3406.92,3409.27,0.06,0.03,0.23,0.02,
5/31/2018,3:31:35 PM,3323.93,3564.81,0.06,0.03,0.07,0.02,
5/31/2018,3:31:36 PM,3247.89,3568.49,0.09,0.02,0.07,0.03,
5/31/2018,3:31:37 PM,3792.18,3297.25,0.02,0.04,0.11,0.03,
5/31/2018,3:31:38 PM,3505.35,3648.20,0.04,0.04,0.06,0.03,
5/31/2018,3:31:39 PM,3420.33,4023.84,0.05,0.03,0.03,0.03,
5/31/2018,3:31:40 PM,3171.45,3481.29,0.12,0.02,0.41,0.02,
5/31/2018,3:31:41 PM,3291.14,3817.25,0.06,0.02,0.05,0.03,
5/31/2018,3:31:42 PM,3232.17,3552.34,0.07,0.02,0.12,0.02,
5/31/2018,3:31:43 PM,3289.86,3750.63,0.05,0.02,0.04,0.03,
5/31/2018,3:31:44 PM,3266.88,3499.19,0.05,0.02,0.11,0.02,
5/31/2018,3:31:45 PM,3149.67,3554.76,0.04,0.03,0.16,0.02,
5/31/2018,3:31:46 PM,3669.56,3447.84,0.03,0.04,0.29,0.02,
5/31/2018,3:31:47 PM,3376.67,3423.24,0.04,0.03,0.08,0.02,
5/31/2018,3:31:48 PM,3531.43,4098.49,0.03,0.03,0.02,0.04,
5/31/2018,3:31:49 PM,2935.09,3456.39,0.11,0.02,0.11,0.02,
5/31/2018,3:31:50 PM,3112.09,3619.72,0.08,0.02,0.13,0.03,
5/31/2018,3:31:51 PM,3212.96,3937.27,0.07,0.02,0.05,0.03,
5/31/2018,3:31:52 PM,3499.06,3394.74,0.03,0.02,0.13,0.02,
5/31/2018,3:31:53 PM,3459.57,3514.23,0.03,0.03,0.11,0.02,
5/31/2018,3:31:54 PM,3546.51,3580.92,0.05,0.04,0.15,0.03,
5/31/2018,3:31:55 PM,3532.33,4056.15,0.04,0.03,0.03,0.04,
5/31/2018,3:31:56 PM,3125.44,3510.78,0.05,0.02,0.05,0.02,
5/31/2018,3:31:57 PM,3441.98,3919.42,0.04,0.03,0.04,0.04,
5/31/2018,3:31:58 PM,3489.44,4123.05,0.03,0.03,0.03,0.03,
5/31/2018,3:31:59 PM,3164.93,3274.37,0.05,0.03,0.08,0.02,
5/31/2018,3:32:00 PM,3269.41,3619.47,0.08,0.03,0.12,0.03,
