

Date,Time,ROI 1 4Sigma Width A1 [µm],ROI 1 4Sigma Width A2 [µm],ROI 1 Centroid Position A1 [µm],ROI 1 Centroid Position A2 [µm],ROI 1 Goodness of Gaussian fit A1,ROI 1 Roughness of Gaussian fit A1,ROI 1 Goodness of Gaussian fit A2,ROI 1 Roughness of Gaussian fit A2,
5/31/2018,6:08:54 PM,3204.04,3435.62,4964.89,5090.79,0.01,0.02,0.02,0.01,
5/31/2018,6:08:56 PM,3216.32,3433.64,4951.22,5089.53,0.01,0.02,0.03,0.01,
5/31/2018,6:08:57 PM,3286.92,3416.58,4964.33,5071.39,0.01,0.03,0.03,0.02,
5/31/2018,6:08:58 PM,3201.56,3544.65,4942.42,5068.09,0.01,0.02,0.01,0.02,
5/31/2018,6:08:59 PM,3272.37,3528.89,4944.62,5102.24,0.01,0.02,0.01,0.02,
5/31/2018,6:09:00 PM,3224.61,3408.07,4961.09,5085.16,0.01,0.02,0.03,0.02,
5/31/2018,6:09:02 PM,3267.10,3501.10,4948.47,5084.52,0.01,0.02,0.01,0.02,
5/31/2018,6:09:03 PM,3275.53,3492.85,4953.04,5081.27,0.01,0.02,0.01,0.02,
5/31/2018,6:09:04 PM,3227.92,3535.16,4944.12,5093.74,0.01,0.02,0.02,0.02,
5/31/2018,6:09:05 PM,3162.66,3519.69,4954.81,5081.89,0.01,0.02,0.02,0.02,
5/31/2018,6:09:06 PM,3293.83,3486.27,4957.59,5091.17,0.01,0.03,0.01,0.02,
5/31/2018,6:09:08 PM,3290.20,3476.94,4944.27,5090.37,0.01,0.02,0.02,0.02,
5/31/2018,6:09:09 PM,3198.98,3460.63,4944.03,5104.96,0.01,0.02,0.02,0.02,
5/31/2018,6:09:10 PM,3387.93,3422.88,4956.99,5090.22,0.01,0.02,0.02,0.02,
5/31/2018,6:09:11 PM,3272.73,3614.01,4946.95,5061.93,0.01,0.02,0.01,0.02,
5/31/2018,6:09:12 PM,3270.84,3548.34,4943.14,5077.66,0.01,0.02,0.01,0.02,
5/31/2018,6:09:13 PM,3238.46,3517.70,4946.31,5091.47,0.01,0.02,0.01,0.02,
5/31/2018,6:09:14 PM,3268.92,3506.26,4939.88,5098.54,0.01,0.02,0.01,0.02,
5/31/2018,6:09:15 PM,3315.13,3437.87,4942.36,5098.32,0.01,0.02,0.03,0.02,
5/31/2018,6:09:17 PM,3087.54,3452.89,4955.10,5112.08,0.01,0.02,0.02,0.02,
5/31/2018,6:09:18 PM,3343.26,3465.72,4962.56,5083.50,0.01,0.02,0.02,0.02,
5/31/2018,6:09:19 PM,3276.79,3535.56,4951.95,5084.87,0.01,0.02,0.01,0.02,
5/31/2018,6:09:20 PM,3272.66,3442.31,4940.05,5090.77,0.01,0.02,0.02,0.01,
5/31/2018,6:09:21 PM,3270.41,3473.86,4941.04,5100.99,0.01,0.02,0.02,0.02,
5/31/2018,6:09:22 PM,3337.55,3505.52,4956.72,5087.59,0.01,0.02,0.01,0.02,
