

Date,Time,ROI 1 4Sigma Width A1 [µm],ROI 1 4Sigma Width A2 [µm],ROI 1 Centroid Position A1 [µm],ROI 1 Centroid Position A2 [µm],ROI 1 Goodness of Gaussian fit A1,ROI 1 Roughness of Gaussian fit A1,ROI 1 Goodness of Gaussian fit A2,ROI 1 Roughness of Gaussian fit A2,
5/31/2018,6:04:58 PM,3237.97,3518.40,4930.40,5109.61,0.01,0.03,0.01,0.02,
5/31/2018,6:04:59 PM,3144.30,3550.05,4931.95,5115.52,0.01,0.02,0.01,0.02,
5/31/2018,6:05:00 PM,3229.41,3543.38,4944.77,5099.49,0.01,0.02,0.01,0.02,
5/31/2018,6:05:01 PM,3250.69,3513.88,4937.01,5116.69,0.01,0.03,0.01,0.02,
5/31/2018,6:05:02 PM,3272.63,3438.55,4942.67,5120.53,0.01,0.03,0.02,0.02,
5/31/2018,6:05:03 PM,3278.54,3428.19,4936.84,5116.47,0.01,0.02,0.03,0.01,
5/31/2018,6:05:04 PM,3240.52,3482.43,4925.60,5110.82,0.01,0.02,0.02,0.02,
5/31/2018,6:05:05 PM,3262.87,3538.29,4925.89,5113.15,0.01,0.02,0.01,0.02,
5/31/2018,6:05:06 PM,3328.79,3490.89,4938.92,5104.60,0.01,0.02,0.01,0.01,
5/31/2018,6:05:08 PM,3255.21,3517.53,4928.27,5100.27,0.01,0.02,0.01,0.02,
5/31/2018,6:05:09 PM,3347.92,3516.72,4937.12,5100.82,0.01,0.02,0.01,0.02,
5/31/2018,6:05:10 PM,3265.63,3496.44,4936.70,5113.60,0.01,0.02,0.02,0.02,
5/31/2018,6:05:11 PM,3267.69,3441.38,4930.65,5117.46,0.01,0.02,0.01,0.02,
5/31/2018,6:05:12 PM,3262.73,3568.75,4933.64,5102.76,0.01,0.02,0.01,0.02,
5/31/2018,6:05:13 PM,3289.74,3579.83,4937.99,5095.44,0.01,0.02,0.01,0.02,
5/31/2018,6:05:14 PM,3287.21,3569.91,4926.69,5108.64,0.01,0.02,0.01,0.02,
5/31/2018,6:05:15 PM,3271.26,3468.58,4938.59,5110.71,0.01,0.02,0.02,0.02,
5/31/2018,6:05:16 PM,3257.54,3548.67,4929.57,5105.66,0.01,0.02,0.01,0.02,
5/31/2018,6:05:17 PM,3275.66,3499.95,4920.66,5099.09,0.01,0.02,0.01,0.02,
5/31/2018,6:05:19 PM,3277.85,3490.99,4937.29,5102.28,0.01,0.02,0.02,0.02,
5/31/2018,6:05:20 PM,3170.22,3394.70,4934.39,5112.89,0.01,0.02,0.03,0.01,
5/31/2018,6:05:21 PM,3259.74,3477.03,4937.61,5112.46,0.01,0.02,0.02,0.02,
5/31/2018,6:05:22 PM,3222.00,3472.91,4936.37,5122.58,0.01,0.02,0.02,0.02,
5/31/2018,6:05:23 PM,3291.62,3465.94,4932.53,5117.34,0.01,0.02,0.01,0.02,
5/31/2018,6:05:24 PM,3252.76,3523.23,4945.87,5103.55,0.01,0.02,0.01,0.02,
5/31/2018,6:05:25 PM,3277.75,3337.00,4950.24,5108.51,0.01,0.03,0.09,0.02,
5/31/2018,6:05:27 PM,3201.21,3504.70,4954.00,5102.09,0.01,0.02,0.02,0.02,
5/31/2018,6:05:28 PM,3310.03,3498.36,4937.60,5095.16,0.01,0.02,0.02,0.02,
5/31/2018,6:05:29 PM,3229.03,3514.18,4938.04,5107.67,0.01,0.02,0.01,0.02,
5/31/2018,6:05:30 PM,3183.91,3490.65,4936.94,5106.14,0.01,0.02,0.01,0.02,
5/31/2018,6:05:31 PM,3195.14,3540.41,4937.10,5101.42,0.01,0.02,0.01,0.02,
5/31/2018,6:05:32 PM,3082.35,3393.27,4940.43,5138.31,0.01,0.02,0.03,0.01,
