

Date,Time,ROI 1 4Sigma Width A1 [µm],ROI 1 4Sigma Width A2 [µm],ROI 1 Goodness of Gaussian fit A1,ROI 1 Roughness of Gaussian fit A1,ROI 1 Goodness of Gaussian fit A2,ROI 1 Roughness of Gaussian fit A2,
5/31/2018,4:22:20 PM,3874.20,4006.70,0.03,0.03,0.04,0.05,
5/31/2018,4:22:21 PM,3479.03,3861.79,0.06,0.03,0.04,0.04,
5/31/2018,4:22:22 PM,3270.09,3546.47,0.06,0.02,0.14,0.04,
5/31/2018,4:22:23 PM,3324.22,3798.60,0.08,0.02,0.07,0.04,
5/31/2018,4:22:24 PM,3507.77,3589.71,0.05,0.02,0.13,0.04,
5/31/2018,4:22:25 PM,3430.17,4003.95,0.05,0.02,0.03,0.05,
5/31/2018,4:22:26 PM,3581.98,3810.13,0.05,0.02,0.07,0.04,
5/31/2018,4:22:27 PM,3374.34,3612.87,0.04,0.03,0.35,0.03,
5/31/2018,4:22:28 PM,3018.95,3782.29,0.08,0.02,0.05,0.04,
5/31/2018,4:22:29 PM,3579.81,3890.56,0.04,0.02,0.05,0.05,
5/31/2018,4:22:30 PM,3413.43,4098.27,0.07,0.02,0.03,0.06,
5/31/2018,4:22:31 PM,4010.12,3672.86,0.02,0.03,0.19,0.04,
5/31/2018,4:22:32 PM,3213.74,3926.18,0.09,0.02,0.07,0.05,
5/31/2018,4:22:33 PM,3608.82,3758.43,0.05,0.02,0.10,0.04,
5/31/2018,4:22:34 PM,3909.21,3892.71,0.03,0.04,0.07,0.04,
5/31/2018,4:22:35 PM,3419.18,3829.12,0.07,0.02,0.09,0.04,
5/31/2018,4:22:36 PM,3261.11,3523.64,0.08,0.02,0.07,0.03,
5/31/2018,4:22:37 PM,3387.49,3543.45,0.05,0.02,0.05,0.03,
5/31/2018,4:22:38 PM,3638.76,3749.77,0.04,0.04,0.06,0.04,
5/31/2018,4:22:39 PM,3443.73,3789.80,0.07,0.02,0.04,0.04,
5/31/2018,4:22:40 PM,3748.92,3581.22,0.03,0.02,0.08,0.03,
5/31/2018,4:22:41 PM,3282.07,3891.36,0.09,0.02,0.06,0.05,
5/31/2018,4:22:42 PM,3256.08,3508.87,0.09,0.02,0.16,0.03,
5/31/2018,4:22:43 PM,3510.15,3546.05,0.05,0.02,0.07,0.03,
5/31/2018,4:22:44 PM,3373.15,3915.17,0.07,0.02,0.04,0.04,
5/31/2018,4:22:45 PM,3730.31,3639.66,0.03,0.02,0.08,0.04,
5/31/2018,4:22:46 PM,3430.58,3698.92,0.04,0.03,0.05,0.03,
5/31/2018,4:22:47 PM,3669.95,3587.69,0.03,0.03,0.06,0.03,
5/31/2018,4:22:48 PM,3372.77,3953.82,0.04,0.03,0.03,0.05,
5/31/2018,4:22:49 PM,3348.80,3497.64,0.05,0.01,0.21,0.02,
5/31/2018,4:22:50 PM,3354.19,3428.29,0.04,0.03,0.10,0.03,
5/31/2018,4:22:51 PM,3772.39,3801.48,0.02,0.03,0.05,0.04,
5/31/2018,4:22:52 PM,3480.75,3809.76,0.04,0.03,0.09,0.04,
5/31/2018,4:22:53 PM,3595.21,3465.27,0.04,0.02,0.07,0.03,
5/31/2018,4:22:54 PM,3477.00,4119.93,0.05,0.03,0.04,0.05,
5/31/2018,4:22:55 PM,3672.59,3521.22,0.03,0.03,0.19,0.03,
5/31/2018,4:22:56 PM,3524.59,4159.65,0.03,0.03,0.03,0.05,
5/31/2018,4:22:57 PM,3379.86,3698.72,0.07,0.02,0.11,0.04,
5/31/2018,4:22:58 PM,3245.83,3803.61,0.04,0.03,0.05,0.04,
5/31/2018,4:22:59 PM,3490.48,4070.52,0.06,0.03,0.04,0.06,
5/31/2018,4:23:00 PM,3925.25,3787.95,0.02,0.03,0.07,0.04,
5/31/2018,4:23:01 PM,3472.60,3797.71,0.06,0.03,0.06,0.04,
5/31/2018,4:23:02 PM,3487.47,3865.99,0.04,0.02,0.06,0.05,
5/31/2018,4:23:03 PM,3411.50,3703.16,0.05,0.02,0.08,0.04,
5/31/2018,4:23:04 PM,3365.73,3997.73,0.06,0.02,0.03,0.05,
5/31/2018,4:23:05 PM,3472.39,4149.60,0.06,0.02,0.03,0.06,
5/31/2018,4:23:06 PM,3735.11,3833.65,0.02,0.03,0.06,0.04,
5/31/2018,4:23:07 PM,3162.63,3819.21,0.12,0.02,0.04,0.05,
5/31/2018,4:23:08 PM,3375.72,3712.14,0.05,0.02,0.05,0.05,
5/31/2018,4:23:09 PM,3386.93,3784.39,0.08,0.02,0.04,0.04,
5/31/2018,4:23:10 PM,3161.29,3647.61,0.07,0.03,0.10,0.04,
5/31/2018,4:23:11 PM,3621.92,3610.83,0.04,0.03,0.15,0.03,
5/31/2018,4:23:12 PM,2987.79,3451.09,0.06,0.02,0.22,0.02,
5/31/2018,4:23:13 PM,3139.27,3538.54,0.05,0.02,0.12,0.03,
5/31/2018,4:23:14 PM,3601.02,3993.93,0.04,0.02,0.03,0.05,
5/31/2018,4:23:15 PM,3314.39,3935.32,0.07,0.02,0.06,0.04,
5/31/2018,4:23:16 PM,3696.55,3328.28,0.03,0.02,0.08,0.03,
5/31/2018,4:23:18 PM,3374.44,3872.38,0.05,0.02,0.06,0.04,
5/31/2018,4:23:19 PM,3292.78,3679.09,0.04,0.02,0.05,0.03,
5/31/2018,4:23:20 PM,3554.93,3688.08,0.03,0.02,0.11,0.04,
5/31/2018,4:23:21 PM,4231.62,3789.59,0.02,0.03,0.08,0.03,
5/31/2018,4:23:22 PM,3455.20,4175.45,0.04,0.02,0.03,0.06,
5/31/2018,4:23:23 PM,3443.02,3529.46,0.06,0.02,0.08,0.04,
5/31/2018,4:23:24 PM,3782.02,3689.45,0.03,0.03,0.06,0.04,
5/31/2018,4:23:25 PM,3552.74,3832.25,0.09,0.03,0.06,0.05,
5/31/2018,4:23:26 PM,3186.80,3675.57,0.07,0.02,0.08,0.04,
5/31/2018,4:23:27 PM,3903.77,3822.39,0.03,0.03,0.04,0.05,
5/31/2018,4:23:28 PM,3659.43,3783.70,0.03,0.02,0.06,0.03,
5/31/2018,4:23:29 PM,3278.39,4010.80,0.08,0.02,0.04,0.05,
5/31/2018,4:23:30 PM,3192.96,3369.75,0.10,0.02,0.08,0.03,
5/31/2018,4:23:31 PM,3308.51,3754.70,0.06,0.02,0.04,0.04,
5/31/2018,4:23:32 PM,3793.84,3653.96,0.02,0.04,0.14,0.03,
5/31/2018,4:23:33 PM,3840.30,3705.54,0.02,0.03,0.04,0.04,
5/31/2018,4:23:34 PM,3337.76,3344.02,0.04,0.02,0.14,0.02,
5/31/2018,4:23:35 PM,3747.96,4108.93,0.03,0.03,0.03,0.05,
5/31/2018,4:23:36 PM,3961.68,3967.27,0.02,0.04,0.08,0.05,
5/31/2018,4:23:37 PM,3857.79,3645.03,0.03,0.03,0.08,0.03,
5/31/2018,4:23:38 PM,3334.67,3756.79,0.10,0.02,0.07,0.04,
5/31/2018,4:23:39 PM,3694.44,3720.62,0.04,0.03,0.12,0.03,
5/31/2018,4:23:40 PM,3918.10,4002.62,0.03,0.04,0.04,0.05,
5/31/2018,4:23:41 PM,3347.81,3601.51,0.06,0.02,0.14,0.03,
5/31/2018,4:23:42 PM,3484.02,4161.75,0.05,0.02,0.03,0.06,
5/31/2018,4:23:43 PM,4022.94,3744.01,0.02,0.03,0.08,0.04,
5/31/2018,4:23:44 PM,3447.55,3951.57,0.06,0.03,0.03,0.05,
5/31/2018,4:23:45 PM,3233.21,3879.35,0.05,0.02,0.04,0.04,
5/31/2018,4:23:46 PM,3469.11,3794.12,0.07,0.02,0.07,0.05,
5/31/2018,4:23:47 PM,3466.11,3921.57,0.08,0.02,0.04,0.04,
5/31/2018,4:23:48 PM,3164.43,3983.25,0.04,0.03,0.07,0.04,
5/31/2018,4:23:49 PM,3085.90,4301.70,0.11,0.02,0.03,0.06,
5/31/2018,4:23:50 PM,3958.61,3741.51,0.02,0.03,0.05,0.04,
5/31/2018,4:23:51 PM,3070.71,3886.44,0.04,0.03,0.04,0.04,
5/31/2018,4:23:52 PM,3109.85,4155.87,0.03,0.03,0.02,0.06,
5/31/2018,4:23:53 PM,3317.51,3757.90,0.06,0.02,0.07,0.04,
5/31/2018,4:23:54 PM,4120.04,3869.41,0.02,0.03,0.05,0.04,
5/31/2018,4:23:55 PM,3555.57,3522.03,0.05,0.03,0.22,0.03,
5/31/2018,4:23:56 PM,3770.72,3712.97,0.03,0.02,0.04,0.04,
5/31/2018,4:23:57 PM,3535.06,3631.73,0.05,0.02,0.07,0.03,
5/31/2018,4:23:58 PM,3353.27,3649.93,0.06,0.02,0.09,0.04,
5/31/2018,4:23:59 PM,3388.66,3850.68,0.04,0.03,0.08,0.04,
5/31/2018,4:24:00 PM,3414.22,4103.92,0.08,0.02,0.03,0.06,
5/31/2018,4:24:01 PM,3893.35,3764.31,0.02,0.03,0.05,0.04,
5/31/2018,4:24:02 PM,3455.39,3766.84,0.04,0.02,0.05,0.04,
5/31/2018,4:24:03 PM,3602.10,3636.03,0.03,0.02,0.10,0.03,
5/31/2018,4:24:04 PM,3241.03,4073.02,0.11,0.02,0.04,0.05,
5/31/2018,4:24:05 PM,3722.99,3885.32,0.03,0.02,0.06,0.04,
5/31/2018,4:24:06 PM,3392.97,3437.95,0.05,0.02,0.08,0.03,
5/31/2018,4:24:07 PM,3764.15,3975.04,0.02,0.03,0.04,0.04,
5/31/2018,4:24:08 PM,3386.82,3525.21,0.05,0.02,0.12,0.03,
5/31/2018,4:24:09 PM,3564.36,3654.86,0.05,0.03,0.11,0.03,
5/31/2018,4:24:10 PM,3238.85,3771.07,0.13,0.02,0.08,0.05,
5/31/2018,4:24:11 PM,3726.82,3702.05,0.03,0.02,0.05,0.04,
5/31/2018,4:24:12 PM,3450.00,3786.28,0.04,0.02,0.07,0.05,
5/31/2018,4:24:13 PM,3602.89,3312.22,0.04,0.03,0.15,0.02,
5/31/2018,4:24:14 PM,3183.38,3686.99,0.07,0.02,0.12,0.03,
5/31/2018,4:24:15 PM,3239.07,3497.48,0.04,0.03,0.11,0.03,
5/31/2018,4:24:16 PM,3585.43,3832.97,0.04,0.03,0.04,0.04,
5/31/2018,4:24:17 PM,3366.37,3692.92,0.07,0.02,0.12,0.04,
5/31/2018,4:24:18 PM,3783.76,3473.62,0.02,0.03,0.18,0.03,
5/31/2018,4:24:19 PM,3950.20,3711.90,0.03,0.03,0.09,0.03,
5/31/2018,4:24:20 PM,3260.91,3805.27,0.06,0.02,0.04,0.04,
5/31/2018,4:24:21 PM,3483.06,3473.04,0.03,0.02,0.12,0.03,
5/31/2018,4:24:22 PM,3487.93,3638.22,0.04,0.03,0.10,0.03,
5/31/2018,4:24:23 PM,3251.62,3575.35,0.08,0.02,0.09,0.03,
5/31/2018,4:24:24 PM,3721.55,3505.77,0.03,0.03,0.30,0.03,
5/31/2018,4:24:25 PM,3551.67,3887.72,0.03,0.03,0.06,0.05,
5/31/2018,4:24:26 PM,3215.16,3867.34,0.10,0.02,0.07,0.04,
5/31/2018,4:24:27 PM,3429.05,3780.25,0.08,0.02,0.06,0.04,
5/31/2018,4:24:28 PM,3629.42,3667.06,0.03,0.02,0.07,0.04,
5/31/2018,4:24:29 PM,3834.56,3453.14,0.03,0.02,0.20,0.02,
5/31/2018,4:24:30 PM,3707.72,3818.38,0.03,0.03,0.04,0.04,
5/31/2018,4:24:31 PM,3404.67,3988.40,0.07,0.03,0.04,0.05,
5/31/2018,4:24:32 PM,3232.33,3876.87,0.10,0.02,0.06,0.04,
5/31/2018,4:24:33 PM,3398.85,3458.30,0.08,0.02,0.14,0.03,
5/31/2018,4:24:34 PM,4104.58,3425.50,0.02,0.04,0.16,0.02,
5/31/2018,4:24:35 PM,3425.56,3568.33,0.05,0.02,0.17,0.04,
5/31/2018,4:24:36 PM,3387.25,3454.42,0.05,0.03,0.09,0.03,
5/31/2018,4:24:37 PM,3674.32,3766.77,0.03,0.02,0.10,0.05,
5/31/2018,4:24:38 PM,3287.34,3889.19,0.07,0.02,0.06,0.05,
5/31/2018,4:24:39 PM,3469.12,3646.62,0.03,0.02,0.07,0.04,
5/31/2018,4:24:40 PM,3185.82,3903.06,0.08,0.02,0.08,0.04,
5/31/2018,4:24:41 PM,3890.98,3751.24,0.03,0.03,0.09,0.04,
5/31/2018,4:24:42 PM,4179.11,3751.37,0.02,0.04,0.08,0.05,
5/31/2018,4:24:43 PM,3385.20,3867.64,0.06,0.02,0.06,0.04,
5/31/2018,4:24:44 PM,3618.55,3994.51,0.04,0.03,0.05,0.05,
5/31/2018,4:24:45 PM,3783.19,3429.18,0.03,0.03,0.06,0.03,
5/31/2018,4:24:46 PM,3482.13,3296.56,0.05,0.02,0.06,0.02,
5/31/2018,4:24:47 PM,4126.63,3985.18,0.02,0.04,0.04,0.04,
5/31/2018,4:24:48 PM,3419.54,3547.43,0.05,0.03,0.10,0.03,
5/31/2018,4:24:49 PM,3432.02,3789.57,0.07,0.02,0.05,0.04,
5/31/2018,4:24:50 PM,3697.88,3762.30,0.03,0.03,0.06,0.04,
5/31/2018,4:24:51 PM,3866.09,3901.58,0.02,0.02,0.04,0.05,
5/31/2018,4:24:52 PM,3566.65,4041.09,0.04,0.02,0.03,0.05,
5/31/2018,4:24:53 PM,3539.98,3981.32,0.03,0.02,0.03,0.05,
5/31/2018,4:24:54 PM,3371.62,3664.37,0.07,0.02,0.15,0.03,
5/31/2018,4:24:55 PM,3243.39,3352.49,0.08,0.02,0.12,0.03,
5/31/2018,4:24:56 PM,3637.72,3808.83,0.03,0.02,0.08,0.04,
5/31/2018,4:24:57 PM,3361.55,3814.81,0.06,0.03,0.04,0.04,
5/31/2018,4:24:58 PM,3619.99,3805.77,0.03,0.03,0.06,0.04,
5/31/2018,4:24:59 PM,3011.29,3985.87,0.05,0.03,0.04,0.05,
5/31/2018,4:25:01 PM,3327.31,3861.46,0.10,0.02,0.09,0.04,
5/31/2018,4:25:02 PM,3744.90,3923.42,0.04,0.03,0.08,0.05,
5/31/2018,4:25:03 PM,3454.42,3911.78,0.09,0.02,0.06,0.05,
5/31/2018,4:25:04 PM,3455.15,3588.69,0.08,0.02,0.16,0.03,
5/31/2018,4:25:05 PM,3823.14,3756.54,0.02,0.03,0.08,0.03,
5/31/2018,4:25:06 PM,4040.68,3707.22,0.02,0.04,0.12,0.03,
5/31/2018,4:25:07 PM,3310.58,3775.32,0.06,0.02,0.08,0.04,
5/31/2018,4:25:08 PM,3532.03,3565.35,0.04,0.02,0.09,0.03,
5/31/2018,4:25:09 PM,3537.69,3385.65,0.05,0.03,0.16,0.02,
5/31/2018,4:25:10 PM,3563.75,3589.66,0.06,0.02,0.18,0.03,
5/31/2018,4:25:11 PM,3503.83,3723.88,0.06,0.03,0.06,0.04,
5/31/2018,4:25:12 PM,3510.53,3547.81,0.04,0.03,0.05,0.03,
5/31/2018,4:25:13 PM,3666.14,3349.18,0.04,0.02,0.08,0.03,
5/31/2018,4:25:14 PM,3620.78,3840.14,0.03,0.03,0.08,0.04,
5/31/2018,4:25:15 PM,3448.88,3719.87,0.06,0.02,0.14,0.03,
5/31/2018,4:25:16 PM,3378.78,3616.49,0.04,0.03,0.13,0.03,
5/31/2018,4:25:17 PM,3569.87,3774.93,0.04,0.03,0.06,0.04,
5/31/2018,4:25:18 PM,3197.92,3581.78,0.14,0.02,0.16,0.03,
5/31/2018,4:25:19 PM,3607.53,4066.17,0.03,0.02,0.04,0.07,
5/31/2018,4:25:20 PM,3283.63,3940.47,0.11,0.02,0.06,0.04,
5/31/2018,4:25:21 PM,3725.27,3680.03,0.03,0.02,0.12,0.03,
5/31/2018,4:25:22 PM,3815.03,3599.52,0.02,0.03,0.08,0.03,
5/31/2018,4:25:23 PM,3779.73,3328.41,0.03,0.03,0.05,0.03,
5/31/2018,4:25:24 PM,3795.46,3939.66,0.03,0.02,0.05,0.05,
5/31/2018,4:25:25 PM,3405.46,3559.63,0.07,0.02,0.11,0.03,
5/31/2018,4:25:26 PM,3703.21,3812.19,0.03,0.02,0.07,0.04,
5/31/2018,4:25:27 PM,3374.88,3369.61,0.06,0.02,0.12,0.02,
5/31/2018,4:25:28 PM,3288.26,3707.31,0.05,0.03,0.11,0.04,
5/31/2018,4:25:29 PM,3310.78,3798.20,0.07,0.02,0.05,0.04,
5/31/2018,4:25:30 PM,3210.22,3794.20,0.07,0.02,0.06,0.04,
5/31/2018,4:25:31 PM,3870.54,3554.62,0.02,0.03,0.12,0.03,
5/31/2018,4:25:32 PM,3575.23,3875.75,0.05,0.02,0.03,0.05,
5/31/2018,4:25:33 PM,3094.64,3829.20,0.05,0.03,0.05,0.04,
5/31/2018,4:25:34 PM,3251.62,3834.08,0.04,0.03,0.09,0.04,
5/31/2018,4:25:35 PM,3550.01,3636.67,0.05,0.03,0.11,0.03,
5/31/2018,4:25:36 PM,3968.87,3327.08,0.02,0.03,0.05,0.03,
5/31/2018,4:25:37 PM,3857.95,3983.28,0.03,0.03,0.07,0.05,
5/31/2018,4:25:38 PM,3481.89,3683.43,0.04,0.02,0.07,0.04,
5/31/2018,4:25:39 PM,3679.36,3762.73,0.03,0.03,0.12,0.04,
5/31/2018,4:25:40 PM,3286.91,3569.62,0.07,0.03,0.10,0.03,
5/31/2018,4:25:41 PM,3463.01,3729.56,0.03,0.03,0.12,0.03,
5/31/2018,4:25:42 PM,3025.26,3882.63,0.04,0.03,0.08,0.04,
5/31/2018,4:25:43 PM,3251.71,3444.89,0.10,0.02,0.09,0.03,
5/31/2018,4:25:44 PM,3165.64,3485.12,0.11,0.02,0.24,0.03,
5/31/2018,4:25:45 PM,3530.52,3925.79,0.06,0.03,0.04,0.04,
5/31/2018,4:25:46 PM,3472.46,3910.60,0.05,0.03,0.04,0.05,
5/31/2018,4:25:47 PM,3565.81,3906.08,0.04,0.02,0.06,0.05,
5/31/2018,4:25:48 PM,3129.38,3592.61,0.06,0.03,0.09,0.03,
5/31/2018,4:25:49 PM,3288.28,4000.07,0.06,0.02,0.04,0.05,
5/31/2018,4:25:50 PM,3801.99,3662.00,0.03,0.03,0.07,0.04,
5/31/2018,4:25:51 PM,3441.58,3573.17,0.04,0.02,0.13,0.03,
5/31/2018,4:25:52 PM,3240.37,3565.50,0.05,0.03,0.07,0.04,
5/31/2018,4:25:53 PM,3247.34,3686.22,0.04,0.03,0.06,0.03,
5/31/2018,4:25:54 PM,3704.43,3517.74,0.03,0.03,0.07,0.03,
5/31/2018,4:25:55 PM,3479.02,3636.84,0.05,0.02,0.10,0.04,
5/31/2018,4:25:56 PM,4013.88,3620.16,0.02,0.03,0.11,0.03,
5/31/2018,4:25:57 PM,3027.02,3871.49,0.05,0.03,0.07,0.04,
5/31/2018,4:25:58 PM,3232.68,3882.69,0.06,0.02,0.07,0.05,
5/31/2018,4:25:59 PM,3637.10,4043.12,0.03,0.03,0.05,0.05,
5/31/2018,4:26:00 PM,3216.08,3898.01,0.09,0.02,0.06,0.04,
5/31/2018,4:26:01 PM,3262.02,3894.34,0.12,0.02,0.06,0.04,
5/31/2018,4:26:02 PM,3729.05,3359.93,0.03,0.03,0.09,0.03,
5/31/2018,4:26:03 PM,3355.70,3654.06,0.06,0.02,0.17,0.03,
5/31/2018,4:26:04 PM,3380.79,3908.83,0.09,0.02,0.04,0.05,
5/31/2018,4:26:05 PM,3265.25,3625.88,0.04,0.03,0.07,0.04,
5/31/2018,4:26:06 PM,3522.16,4271.53,0.04,0.04,0.03,0.06,
5/31/2018,4:26:07 PM,3534.03,3925.78,0.04,0.02,0.04,0.05,
5/31/2018,4:26:08 PM,3395.62,4009.20,0.06,0.03,0.04,0.05,
5/31/2018,4:26:09 PM,3202.08,3595.17,0.05,0.03,0.20,0.03,
5/31/2018,4:26:10 PM,3868.23,3276.54,0.03,0.02,0.05,0.03,
5/31/2018,4:26:11 PM,3371.54,3571.56,0.04,0.03,0.15,0.04,
5/31/2018,4:26:12 PM,4230.29,3681.42,0.02,0.04,0.20,0.03,
5/31/2018,4:26:13 PM,3577.86,3979.73,0.03,0.02,0.04,0.04,
5/31/2018,4:26:14 PM,3180.40,3656.86,0.11,0.02,0.08,0.04,
5/31/2018,4:26:15 PM,3195.31,3801.02,0.05,0.02,0.06,0.04,
5/31/2018,4:26:16 PM,3582.00,3967.94,0.04,0.03,0.05,0.06,
5/31/2018,4:26:17 PM,3634.50,3693.39,0.05,0.02,0.07,0.04,
5/31/2018,4:26:18 PM,3318.06,3761.06,0.04,0.03,0.05,0.04,
5/31/2018,4:26:19 PM,3799.46,4050.88,0.03,0.03,0.03,0.06,
5/31/2018,4:26:20 PM,3724.53,3488.90,0.04,0.03,0.16,0.03,
5/31/2018,4:26:21 PM,3452.03,3969.38,0.05,0.02,0.03,0.05,
5/31/2018,4:26:22 PM,3684.60,3708.81,0.02,0.03,0.09,0.04,
5/31/2018,4:26:23 PM,3293.59,3926.38,0.05,0.02,0.06,0.05,
5/31/2018,4:26:24 PM,3089.20,3590.49,0.09,0.02,0.07,0.03,
5/31/2018,4:26:25 PM,3113.49,3743.59,0.13,0.01,0.06,0.04,
5/31/2018,4:26:26 PM,3695.62,3680.10,0.04,0.03,0.07,0.04,
5/31/2018,4:26:27 PM,3502.01,3408.34,0.06,0.03,0.14,0.02,
5/31/2018,4:26:28 PM,3517.19,3809.08,0.03,0.03,0.13,0.04,
5/31/2018,4:26:29 PM,3850.28,3583.24,0.02,0.03,0.10,0.03,
5/31/2018,4:26:30 PM,3436.32,3449.76,0.03,0.02,0.08,0.03,
5/31/2018,4:26:31 PM,3088.44,3735.05,0.07,0.02,0.04,0.04,
5/31/2018,4:26:32 PM,3641.03,3858.73,0.02,0.02,0.05,0.05,
5/31/2018,4:26:33 PM,3924.53,3826.94,0.02,0.03,0.06,0.04,
5/31/2018,4:26:34 PM,3402.44,3866.87,0.09,0.02,0.05,0.04,
5/31/2018,4:26:35 PM,3368.79,3857.98,0.07,0.02,0.05,0.04,
5/31/2018,4:26:36 PM,3516.81,3616.73,0.05,0.02,0.05,0.04,
5/31/2018,4:26:37 PM,3374.80,3793.16,0.07,0.02,0.04,0.04,
5/31/2018,4:26:38 PM,3896.07,3389.66,0.03,0.03,0.15,0.03,
5/31/2018,4:26:39 PM,3063.36,3562.34,0.04,0.03,0.12,0.03,
5/31/2018,4:26:40 PM,3576.47,3636.25,0.04,0.03,0.14,0.03,
5/31/2018,4:26:41 PM,3512.85,3825.54,0.05,0.03,0.05,0.04,
5/31/2018,4:26:42 PM,3435.43,4000.42,0.06,0.03,0.07,0.04,
5/31/2018,4:26:43 PM,3385.21,3696.10,0.04,0.03,0.11,0.03,
5/31/2018,4:26:44 PM,3753.02,3640.59,0.02,0.03,0.07,0.04,
5/31/2018,4:26:45 PM,3643.31,4118.45,0.03,0.03,0.03,0.06,
5/31/2018,4:26:46 PM,3403.44,3988.73,0.06,0.02,0.04,0.04,
5/31/2018,4:26:47 PM,3491.18,3919.94,0.04,0.03,0.05,0.05,
5/31/2018,4:26:48 PM,3943.60,3598.80,0.02,0.03,0.12,0.03,
5/31/2018,4:26:49 PM,3189.54,3703.18,0.04,0.03,0.18,0.04,
5/31/2018,4:26:50 PM,3228.42,3367.81,0.11,0.01,0.11,0.03,
5/31/2018,4:26:51 PM,3238.26,3847.25,0.06,0.02,0.07,0.05,
5/31/2018,4:26:52 PM,3123.07,3702.14,0.12,0.02,0.07,0.03,
5/31/2018,4:26:53 PM,3492.85,3819.33,0.04,0.02,0.04,0.04,
5/31/2018,4:26:54 PM,3123.69,3614.11,0.08,0.02,0.12,0.03,
5/31/2018,4:26:55 PM,3298.85,4009.42,0.05,0.02,0.03,0.05,
5/31/2018,4:26:56 PM,3477.85,3426.67,0.05,0.02,0.15,0.02,
5/31/2018,4:26:57 PM,3472.66,3987.25,0.04,0.02,0.03,0.05,
5/31/2018,4:26:58 PM,3150.75,3722.67,0.03,0.03,0.10,0.03,
5/31/2018,4:26:59 PM,3123.48,3929.84,0.07,0.02,0.04,0.05,
5/31/2018,4:27:00 PM,3244.53,3818.47,0.04,0.02,0.08,0.04,
5/31/2018,4:27:01 PM,3389.11,3990.61,0.07,0.03,0.04,0.05,
5/31/2018,4:27:02 PM,3338.83,4016.75,0.06,0.02,0.05,0.05,
5/31/2018,4:27:03 PM,3045.47,3631.89,0.06,0.02,0.13,0.03,
5/31/2018,4:27:04 PM,3692.27,3565.53,0.04,0.03,0.42,0.03,
5/31/2018,4:27:05 PM,3074.45,3424.68,0.12,0.02,0.32,0.02,
5/31/2018,4:27:06 PM,3566.13,3934.96,0.05,0.03,0.05,0.05,
5/31/2018,4:27:07 PM,3123.94,3931.97,0.05,0.03,0.04,0.05,
5/31/2018,4:27:08 PM,3326.59,3584.21,0.04,0.02,0.08,0.03,
5/31/2018,4:27:09 PM,3211.93,3928.37,0.06,0.02,0.07,0.04,
5/31/2018,4:27:10 PM,3464.89,3702.53,0.06,0.03,0.08,0.03,
5/31/2018,4:27:11 PM,3403.12,3625.11,0.08,0.02,0.13,0.03,
5/31/2018,4:27:12 PM,3152.02,3879.04,0.04,0.03,0.04,0.05,
5/31/2018,4:27:14 PM,3472.74,3981.81,0.04,0.02,0.03,0.05,
5/31/2018,4:27:15 PM,3729.34,3866.04,0.03,0.03,0.05,0.04,
5/31/2018,4:27:16 PM,3106.81,4080.38,0.10,0.02,0.04,0.05,
5/31/2018,4:27:17 PM,3749.53,3961.04,0.02,0.03,0.04,0.05,
5/31/2018,4:27:18 PM,3817.92,3956.38,0.03,0.03,0.04,0.05,
5/31/2018,4:27:19 PM,3673.73,3864.09,0.03,0.03,0.06,0.04,
5/31/2018,4:27:20 PM,3217.57,3779.96,0.05,0.03,0.08,0.04,
5/31/2018,4:27:21 PM,3336.56,3838.18,0.05,0.03,0.07,0.04,
5/31/2018,4:27:22 PM,3558.12,3645.99,0.05,0.03,0.09,0.03,
5/31/2018,4:27:23 PM,3566.87,3557.22,0.06,0.03,0.08,0.03,
5/31/2018,4:27:24 PM,3504.82,3743.16,0.04,0.03,0.08,0.04,
5/31/2018,4:27:25 PM,3716.58,4107.54,0.03,0.03,0.03,0.06,
5/31/2018,4:27:26 PM,3628.99,3443.01,0.03,0.02,0.14,0.03,
5/31/2018,4:27:27 PM,3713.17,3796.82,0.04,0.03,0.05,0.04,
5/31/2018,4:27:28 PM,3810.90,3763.76,0.02,0.03,0.04,0.04,
5/31/2018,4:27:29 PM,3662.61,3934.45,0.04,0.02,0.04,0.04,
5/31/2018,4:27:30 PM,3896.07,3670.55,0.02,0.03,0.09,0.03,
5/31/2018,4:27:31 PM,3859.65,4029.47,0.03,0.03,0.04,0.05,
5/31/2018,4:27:32 PM,3186.14,3729.93,0.05,0.03,0.11,0.03,
5/31/2018,4:27:33 PM,3258.48,3849.99,0.06,0.02,0.06,0.04,
5/31/2018,4:27:34 PM,3761.90,3518.57,0.03,0.02,0.09,0.03,
5/31/2018,4:27:35 PM,3606.76,3840.59,0.04,0.03,0.06,0.04,
5/31/2018,4:27:36 PM,3645.80,3576.51,0.04,0.02,0.15,0.03,
5/31/2018,4:27:37 PM,3026.05,3841.72,0.07,0.02,0.04,0.05,
5/31/2018,4:27:38 PM,3550.32,4012.33,0.05,0.02,0.04,0.05,
5/31/2018,4:27:39 PM,3764.09,4024.26,0.03,0.03,0.04,0.05,
5/31/2018,4:27:40 PM,3375.95,3429.49,0.06,0.02,0.12,0.02,
5/31/2018,4:27:41 PM,3278.76,3716.48,0.06,0.02,0.10,0.04,
5/31/2018,4:27:42 PM,3139.57,3284.83,0.08,0.02,0.10,0.02,
5/31/2018,4:27:43 PM,3636.14,4221.71,0.04,0.03,0.03,0.06,
5/31/2018,4:27:44 PM,3454.99,3591.65,0.06,0.02,0.09,0.03,
