

Date,Time,ROI 1 4Sigma Width A1 [µm],ROI 1 4Sigma Width A2 [µm],ROI 1 Goodness of Gaussian fit A1,ROI 1 Roughness of Gaussian fit A1,ROI 1 Goodness of Gaussian fit A2,ROI 1 Roughness of Gaussian fit A2,
5/31/2018,4:38:03 PM,3754.14,3668.91,0.03,0.03,0.04,0.03,
5/31/2018,4:38:04 PM,3538.80,3498.78,0.04,0.02,0.14,0.03,
5/31/2018,4:38:05 PM,3232.42,4123.03,0.08,0.02,0.04,0.05,
5/31/2018,4:38:06 PM,3144.17,3606.89,0.03,0.03,0.13,0.03,
5/31/2018,4:38:07 PM,3361.61,3679.10,0.06,0.02,0.16,0.03,
5/31/2018,4:38:08 PM,3400.53,3398.97,0.08,0.02,0.07,0.03,
5/31/2018,4:38:09 PM,3535.61,3640.28,0.05,0.03,0.11,0.03,
5/31/2018,4:38:10 PM,3257.42,4091.66,0.03,0.03,0.03,0.05,
5/31/2018,4:38:11 PM,3857.11,3834.88,0.03,0.03,0.05,0.04,
5/31/2018,4:38:12 PM,3180.36,3454.92,0.12,0.01,0.10,0.03,
5/31/2018,4:38:13 PM,3347.58,4100.81,0.04,0.02,0.03,0.05,
5/31/2018,4:38:14 PM,3528.01,4294.46,0.03,0.03,0.02,0.05,
5/31/2018,4:38:15 PM,3647.56,3511.36,0.03,0.02,0.26,0.03,
5/31/2018,4:38:16 PM,3384.37,3791.37,0.10,0.02,0.07,0.03,
5/31/2018,4:38:17 PM,3824.34,3740.53,0.02,0.03,0.06,0.04,
5/31/2018,4:38:18 PM,3220.93,3909.83,0.06,0.02,0.05,0.05,
5/31/2018,4:38:19 PM,3402.11,3699.61,0.05,0.03,0.04,0.04,
5/31/2018,4:38:20 PM,3833.25,3821.80,0.02,0.03,0.05,0.04,
5/31/2018,4:38:21 PM,3732.06,3528.25,0.03,0.03,0.15,0.03,
5/31/2018,4:38:22 PM,3427.00,3753.27,0.04,0.02,0.09,0.04,
5/31/2018,4:38:23 PM,3813.43,4079.35,0.02,0.03,0.03,0.05,
5/31/2018,4:38:24 PM,3348.56,3610.52,0.07,0.02,0.13,0.04,
5/31/2018,4:38:25 PM,3674.40,3819.36,0.02,0.03,0.06,0.04,
5/31/2018,4:38:26 PM,3336.84,3961.93,0.08,0.02,0.04,0.04,
5/31/2018,4:38:27 PM,3944.00,3903.49,0.02,0.04,0.03,0.05,
5/31/2018,4:38:28 PM,3185.46,3868.57,0.13,0.02,0.05,0.04,
5/31/2018,4:38:29 PM,3089.65,3907.46,0.04,0.03,0.04,0.04,
5/31/2018,4:38:30 PM,4063.15,3830.06,0.02,0.03,0.05,0.05,
5/31/2018,4:38:31 PM,4050.95,3671.07,0.02,0.03,0.11,0.04,
5/31/2018,4:38:33 PM,3722.70,3722.54,0.03,0.03,0.09,0.03,
5/31/2018,4:38:34 PM,3170.64,3582.84,0.04,0.03,0.23,0.04,
5/31/2018,4:38:35 PM,3071.71,3868.51,0.05,0.03,0.05,0.05,
5/31/2018,4:38:36 PM,3598.85,3384.82,0.03,0.03,0.10,0.03,
5/31/2018,4:38:37 PM,3591.40,3637.45,0.03,0.02,0.15,0.03,
5/31/2018,4:38:38 PM,3791.43,3808.57,0.03,0.03,0.04,0.04,
5/31/2018,4:38:39 PM,3242.63,3839.23,0.07,0.02,0.04,0.04,
5/31/2018,4:38:40 PM,3846.97,4158.48,0.04,0.03,0.04,0.05,
5/31/2018,4:38:41 PM,3623.40,3415.85,0.04,0.02,0.07,0.02,
5/31/2018,4:38:42 PM,3372.88,3628.36,0.06,0.03,0.11,0.03,
5/31/2018,4:38:43 PM,3379.64,3573.58,0.10,0.02,0.06,0.03,
5/31/2018,4:38:44 PM,3324.05,3901.49,0.04,0.03,0.05,0.04,
5/31/2018,4:38:45 PM,3250.87,3660.50,0.08,0.02,0.07,0.03,
5/31/2018,4:38:46 PM,3598.55,3569.00,0.03,0.02,0.20,0.03,
5/31/2018,4:38:47 PM,3565.00,3610.52,0.03,0.04,0.36,0.03,
5/31/2018,4:38:48 PM,3603.43,3453.60,0.03,0.03,0.12,0.03,
5/31/2018,4:38:49 PM,3297.64,3352.49,0.15,0.02,0.07,0.03,
5/31/2018,4:38:50 PM,3246.03,3764.75,0.04,0.03,0.05,0.04,
5/31/2018,4:38:51 PM,3201.89,3505.31,0.04,0.03,0.11,0.03,
5/31/2018,4:38:52 PM,3907.84,3820.28,0.02,0.03,0.07,0.04,
5/31/2018,4:38:53 PM,4088.51,3610.84,0.02,0.03,0.11,0.03,
5/31/2018,4:38:54 PM,3670.02,3780.05,0.03,0.03,0.06,0.04,
5/31/2018,4:38:55 PM,3530.29,3601.76,0.03,0.03,0.07,0.03,
5/31/2018,4:38:56 PM,3218.04,3955.04,0.06,0.02,0.05,0.03,
5/31/2018,4:38:57 PM,3280.77,4068.59,0.07,0.02,0.03,0.05,
5/31/2018,4:38:58 PM,3564.97,3955.45,0.04,0.03,0.03,0.05,
5/31/2018,4:38:59 PM,3506.42,3379.42,0.05,0.02,0.21,0.02,
5/31/2018,4:39:00 PM,3572.54,3537.97,0.03,0.03,0.08,0.03,
5/31/2018,4:39:01 PM,3625.41,3568.47,0.05,0.03,0.13,0.04,
5/31/2018,4:39:02 PM,3209.42,4016.60,0.08,0.02,0.04,0.05,
5/31/2018,4:39:03 PM,3441.52,4244.65,0.05,0.02,0.03,0.06,
5/31/2018,4:39:04 PM,3732.29,3903.26,0.04,0.03,0.04,0.04,
5/31/2018,4:39:05 PM,3624.02,3908.16,0.03,0.03,0.07,0.04,
5/31/2018,4:39:06 PM,3453.78,3644.92,0.05,0.02,0.09,0.04,
5/31/2018,4:39:07 PM,4025.42,3594.69,0.02,0.03,0.15,0.03,
5/31/2018,4:39:08 PM,3303.99,3473.24,0.07,0.03,0.32,0.02,
5/31/2018,4:39:09 PM,3201.40,3789.15,0.09,0.02,0.05,0.04,
5/31/2018,4:39:10 PM,3616.85,3547.63,0.03,0.03,0.05,0.04,
5/31/2018,4:39:11 PM,3295.44,3994.19,0.08,0.02,0.03,0.06,
5/31/2018,4:39:12 PM,3281.03,3679.24,0.08,0.02,0.07,0.04,
5/31/2018,4:39:13 PM,3667.52,3821.14,0.03,0.02,0.07,0.04,
5/31/2018,4:39:14 PM,3499.97,3693.31,0.04,0.03,0.14,0.04,
5/31/2018,4:39:15 PM,3727.92,3515.59,0.03,0.03,0.15,0.03,
5/31/2018,4:39:16 PM,3101.80,4193.86,0.14,0.02,0.03,0.05,
5/31/2018,4:39:17 PM,3772.63,3364.04,0.02,0.02,0.17,0.02,
5/31/2018,4:39:18 PM,3711.10,3728.94,0.02,0.03,0.06,0.04,
5/31/2018,4:39:19 PM,3530.33,3540.46,0.03,0.03,0.06,0.04,
5/31/2018,4:39:20 PM,3167.87,3836.68,0.07,0.02,0.05,0.04,
5/31/2018,4:39:21 PM,3130.31,3793.20,0.05,0.02,0.09,0.04,
5/31/2018,4:39:22 PM,3523.75,3878.12,0.03,0.03,0.03,0.05,
5/31/2018,4:39:23 PM,3233.22,4239.48,0.11,0.02,0.02,0.06,
5/31/2018,4:39:24 PM,3248.05,3748.69,0.09,0.01,0.05,0.04,
5/31/2018,4:39:25 PM,3545.75,3717.17,0.05,0.02,0.10,0.03,
5/31/2018,4:39:26 PM,3474.06,3838.25,0.10,0.02,0.04,0.05,
5/31/2018,4:39:27 PM,4053.48,3722.26,0.02,0.03,0.07,0.04,
5/31/2018,4:39:28 PM,3195.30,3716.77,0.09,0.02,0.09,0.03,
5/31/2018,4:39:29 PM,3442.26,3724.37,0.04,0.02,0.07,0.04,
5/31/2018,4:39:30 PM,3212.87,3813.46,0.06,0.02,0.07,0.04,
5/31/2018,4:39:31 PM,3404.28,3608.92,0.05,0.02,0.08,0.04,
5/31/2018,4:39:32 PM,3539.81,3723.91,0.05,0.03,0.07,0.04,
5/31/2018,4:39:33 PM,3401.84,3611.56,0.06,0.02,0.25,0.03,
5/31/2018,4:39:34 PM,3204.01,3823.86,0.07,0.02,0.05,0.04,
5/31/2018,4:39:35 PM,3290.52,3630.63,0.06,0.02,0.11,0.03,
5/31/2018,4:39:36 PM,3838.82,4145.30,0.02,0.03,0.03,0.05,
5/31/2018,4:39:37 PM,3546.43,3777.04,0.04,0.03,0.06,0.04,
5/31/2018,4:39:38 PM,3721.12,3615.02,0.03,0.03,0.10,0.03,
5/31/2018,4:39:39 PM,3276.77,3616.97,0.04,0.03,0.16,0.03,
5/31/2018,4:39:40 PM,3372.89,3849.51,0.06,0.02,0.04,0.04,
5/31/2018,4:39:41 PM,3805.33,3783.85,0.03,0.03,0.06,0.05,
5/31/2018,4:39:42 PM,3724.17,3929.85,0.03,0.03,0.06,0.05,
5/31/2018,4:39:43 PM,3379.88,3630.42,0.07,0.02,0.09,0.03,
5/31/2018,4:39:44 PM,3286.18,3365.62,0.07,0.02,0.05,0.03,
5/31/2018,4:39:45 PM,3186.56,3863.20,0.12,0.01,0.07,0.04,
5/31/2018,4:39:46 PM,3766.08,3662.99,0.02,0.03,0.12,0.04,
5/31/2018,4:39:47 PM,3700.35,3889.17,0.03,0.02,0.04,0.04,
5/31/2018,4:39:48 PM,3599.92,3411.81,0.09,0.03,0.12,0.03,
5/31/2018,4:39:49 PM,3110.60,3689.82,0.05,0.03,0.04,0.04,
5/31/2018,4:39:50 PM,3370.07,3817.22,0.04,0.02,0.05,0.04,
5/31/2018,4:39:51 PM,3447.39,4028.70,0.07,0.02,0.03,0.05,
5/31/2018,4:39:52 PM,3844.22,4083.44,0.03,0.04,0.04,0.05,
5/31/2018,4:39:53 PM,3201.04,3814.17,0.06,0.02,0.03,0.05,
5/31/2018,4:39:54 PM,3087.05,3880.56,0.11,0.02,0.05,0.04,
5/31/2018,4:39:55 PM,3370.81,3866.12,0.05,0.02,0.05,0.04,
5/31/2018,4:39:56 PM,3371.36,3912.99,0.03,0.03,0.04,0.05,
5/31/2018,4:39:57 PM,3566.52,3990.28,0.04,0.02,0.05,0.05,
5/31/2018,4:39:58 PM,3801.52,3458.75,0.02,0.03,0.11,0.03,
5/31/2018,4:39:59 PM,3545.02,3326.79,0.07,0.02,0.10,0.03,
5/31/2018,4:40:00 PM,3469.55,3798.19,0.04,0.03,0.07,0.04,
5/31/2018,4:40:01 PM,3104.87,3986.15,0.06,0.02,0.04,0.05,
5/31/2018,4:40:02 PM,3488.60,4014.15,0.06,0.03,0.04,0.06,
5/31/2018,4:40:03 PM,3615.29,3699.92,0.04,0.03,0.04,0.05,
5/31/2018,4:40:04 PM,3298.81,3330.08,0.09,0.02,0.10,0.03,
5/31/2018,4:40:05 PM,3697.77,3540.55,0.04,0.03,0.17,0.04,
5/31/2018,4:40:06 PM,3553.40,3714.38,0.03,0.03,0.07,0.04,
5/31/2018,4:40:07 PM,3510.36,3990.29,0.05,0.03,0.04,0.04,
5/31/2018,4:40:08 PM,3911.10,3987.38,0.02,0.02,0.05,0.05,
5/31/2018,4:40:09 PM,3113.06,3937.45,0.07,0.02,0.05,0.04,
5/31/2018,4:40:10 PM,3355.36,3717.17,0.06,0.02,0.07,0.04,
5/31/2018,4:40:11 PM,3679.56,3813.70,0.05,0.03,0.08,0.04,
5/31/2018,4:40:12 PM,3229.21,3627.46,0.10,0.02,0.10,0.04,
5/31/2018,4:40:13 PM,3334.45,3458.83,0.07,0.02,0.11,0.03,
5/31/2018,4:40:14 PM,3585.82,3669.70,0.04,0.04,0.05,0.03,
5/31/2018,4:40:15 PM,3236.42,3807.98,0.09,0.02,0.03,0.05,
5/31/2018,4:40:16 PM,3824.34,3656.72,0.03,0.03,0.09,0.03,
5/31/2018,4:40:17 PM,3227.76,3733.25,0.08,0.02,0.13,0.04,
5/31/2018,4:40:18 PM,3244.48,3730.08,0.09,0.02,0.07,0.04,
5/31/2018,4:40:19 PM,3146.88,4096.72,0.10,0.02,0.04,0.06,
5/31/2018,4:40:20 PM,3412.71,3602.37,0.06,0.03,0.05,0.04,
5/31/2018,4:40:21 PM,3110.73,3623.23,0.10,0.01,0.08,0.04,
5/31/2018,4:40:22 PM,3071.94,3756.65,0.07,0.02,0.12,0.04,
5/31/2018,4:40:23 PM,3520.84,3425.83,0.04,0.03,0.14,0.02,
5/31/2018,4:40:24 PM,3624.78,3744.67,0.04,0.03,0.04,0.04,
5/31/2018,4:40:25 PM,3461.18,3926.20,0.03,0.02,0.06,0.05,
5/31/2018,4:40:26 PM,3324.08,3811.39,0.05,0.02,0.06,0.04,
5/31/2018,4:40:27 PM,3535.76,3844.49,0.03,0.03,0.05,0.03,
5/31/2018,4:40:28 PM,3768.54,3954.42,0.04,0.02,0.04,0.05,
5/31/2018,4:40:29 PM,3652.91,4146.14,0.03,0.03,0.03,0.05,
5/31/2018,4:40:30 PM,3469.04,3513.14,0.06,0.02,0.21,0.02,
5/31/2018,4:40:31 PM,3290.20,3611.97,0.07,0.02,0.09,0.03,
5/31/2018,4:40:32 PM,3798.96,3923.84,0.04,0.04,0.04,0.04,
5/31/2018,4:40:33 PM,3743.07,3652.80,0.03,0.04,0.17,0.03,
5/31/2018,4:40:34 PM,3861.92,3679.59,0.03,0.03,0.09,0.03,
5/31/2018,4:40:35 PM,3625.23,3822.66,0.06,0.03,0.06,0.04,
5/31/2018,4:40:36 PM,3140.51,3941.18,0.04,0.03,0.04,0.05,
5/31/2018,4:40:37 PM,3312.68,3389.03,0.06,0.02,0.15,0.03,
5/31/2018,4:40:38 PM,3541.92,3531.17,0.04,0.03,0.05,0.03,
5/31/2018,4:40:39 PM,3482.39,3712.27,0.03,0.04,0.10,0.03,
5/31/2018,4:40:40 PM,3722.26,3846.24,0.03,0.03,0.08,0.04,
5/31/2018,4:40:41 PM,3441.26,3649.00,0.05,0.03,0.05,0.03,
5/31/2018,4:40:42 PM,3488.59,3548.29,0.03,0.02,0.14,0.03,
5/31/2018,4:40:43 PM,3270.16,3419.67,0.08,0.02,0.06,0.03,
5/31/2018,4:40:44 PM,4004.61,3570.15,0.02,0.04,0.05,0.03,
5/31/2018,4:40:45 PM,3521.07,3363.81,0.03,0.02,0.05,0.03,
5/31/2018,4:40:46 PM,3263.14,3751.36,0.07,0.02,0.05,0.04,
5/31/2018,4:40:47 PM,3631.09,3591.95,0.03,0.02,0.18,0.03,
5/31/2018,4:40:48 PM,3447.19,3781.52,0.05,0.03,0.07,0.04,
5/31/2018,4:40:49 PM,3423.68,3777.23,0.06,0.03,0.07,0.04,
5/31/2018,4:40:50 PM,3582.93,4071.73,0.03,0.03,0.03,0.05,
5/31/2018,4:40:51 PM,3498.63,3695.66,0.04,0.03,0.05,0.03,
5/31/2018,4:40:52 PM,3355.76,3322.53,0.05,0.02,0.15,0.02,
5/31/2018,4:40:53 PM,3505.82,3741.69,0.05,0.03,0.14,0.04,
5/31/2018,4:40:54 PM,3619.23,3786.66,0.03,0.03,0.05,0.04,
5/31/2018,4:40:55 PM,3841.65,3896.64,0.02,0.03,0.04,0.05,
5/31/2018,4:40:56 PM,3190.81,3706.49,0.12,0.03,0.09,0.04,
5/31/2018,4:40:57 PM,3537.01,3443.93,0.03,0.02,0.20,0.02,
5/31/2018,4:40:58 PM,3728.43,3456.34,0.03,0.03,0.16,0.03,
5/31/2018,4:40:59 PM,3697.17,3444.36,0.03,0.03,0.20,0.03,
5/31/2018,4:41:00 PM,3818.13,3528.07,0.03,0.03,0.17,0.03,
5/31/2018,4:41:01 PM,3519.28,3468.42,0.06,0.03,0.12,0.03,
5/31/2018,4:41:02 PM,3513.76,4141.93,0.05,0.03,0.03,0.06,
5/31/2018,4:41:03 PM,3532.54,3664.56,0.04,0.02,0.08,0.04,
5/31/2018,4:41:05 PM,3737.13,3611.89,0.03,0.03,0.12,0.04,
5/31/2018,4:41:06 PM,3825.00,3556.37,0.02,0.03,0.09,0.03,
5/31/2018,4:41:07 PM,3540.68,3919.58,0.04,0.03,0.06,0.04,
5/31/2018,4:41:08 PM,3816.15,3750.18,0.02,0.03,0.05,0.04,
5/31/2018,4:41:09 PM,3334.21,3842.29,0.06,0.02,0.04,0.05,
5/31/2018,4:41:10 PM,3151.77,4022.80,0.12,0.02,0.03,0.04,
5/31/2018,4:41:11 PM,3386.90,3783.59,0.05,0.02,0.08,0.04,
5/31/2018,4:41:12 PM,3619.21,3845.35,0.03,0.03,0.05,0.04,
5/31/2018,4:41:13 PM,3404.61,3935.36,0.09,0.02,0.05,0.04,
5/31/2018,4:41:14 PM,3474.08,3790.56,0.05,0.03,0.07,0.04,
5/31/2018,4:41:15 PM,3550.22,3947.66,0.04,0.03,0.05,0.05,
5/31/2018,4:41:16 PM,3392.22,3697.93,0.06,0.02,0.06,0.04,
5/31/2018,4:41:17 PM,3275.23,4019.05,0.11,0.02,0.04,0.06,
5/31/2018,4:41:18 PM,3312.84,3670.06,0.11,0.02,0.08,0.03,
5/31/2018,4:41:19 PM,3894.56,3954.71,0.03,0.04,0.05,0.05,
5/31/2018,4:41:20 PM,3597.80,3696.33,0.03,0.03,0.09,0.04,
5/31/2018,4:41:21 PM,3281.01,3747.00,0.09,0.02,0.07,0.04,
5/31/2018,4:41:22 PM,3257.72,3860.93,0.10,0.02,0.04,0.04,
5/31/2018,4:41:23 PM,3331.10,3916.57,0.06,0.02,0.03,0.05,
5/31/2018,4:41:24 PM,3445.85,3778.51,0.05,0.02,0.05,0.04,
5/31/2018,4:41:25 PM,3343.38,3979.59,0.06,0.02,0.05,0.04,
5/31/2018,4:41:26 PM,3488.18,3685.73,0.04,0.02,0.13,0.04,
5/31/2018,4:41:27 PM,3695.83,3608.96,0.03,0.02,0.07,0.04,
5/31/2018,4:41:28 PM,3100.93,3558.45,0.08,0.02,0.20,0.03,
5/31/2018,4:41:29 PM,3008.69,3886.04,0.04,0.03,0.05,0.04,
5/31/2018,4:41:30 PM,3519.60,3833.57,0.04,0.02,0.04,0.04,
5/31/2018,4:41:31 PM,3391.68,3842.88,0.08,0.03,0.04,0.05,
5/31/2018,4:41:32 PM,3425.47,3779.61,0.04,0.02,0.05,0.04,
5/31/2018,4:41:33 PM,3292.57,3367.20,0.09,0.02,0.10,0.02,
5/31/2018,4:41:34 PM,3454.61,3739.15,0.05,0.02,0.04,0.04,
5/31/2018,4:41:35 PM,3760.98,3459.21,0.03,0.02,0.09,0.03,
5/31/2018,4:41:36 PM,3509.88,3366.92,0.05,0.02,0.06,0.03,
5/31/2018,4:41:37 PM,3376.54,3755.36,0.08,0.02,0.10,0.04,
5/31/2018,4:41:38 PM,3694.71,3753.27,0.04,0.04,0.06,0.03,
5/31/2018,4:41:39 PM,3128.29,3747.23,0.06,0.02,0.06,0.04,
5/31/2018,4:41:40 PM,3393.90,3863.60,0.07,0.03,0.04,0.04,
5/31/2018,4:41:41 PM,4166.83,3585.31,0.02,0.03,0.19,0.03,
5/31/2018,4:41:42 PM,3631.89,3767.33,0.06,0.04,0.05,0.04,
5/31/2018,4:41:43 PM,3734.00,3712.79,0.03,0.03,0.14,0.04,
5/31/2018,4:41:44 PM,3292.84,3855.06,0.09,0.02,0.04,0.05,
5/31/2018,4:41:45 PM,3625.01,3498.80,0.05,0.03,0.19,0.03,
5/31/2018,4:41:46 PM,3290.19,3778.62,0.08,0.02,0.07,0.04,
5/31/2018,4:41:47 PM,3247.92,3346.43,0.10,0.02,0.06,0.02,
5/31/2018,4:41:48 PM,3349.73,3656.34,0.05,0.02,0.09,0.03,
5/31/2018,4:41:49 PM,3293.77,3930.20,0.05,0.02,0.04,0.05,
5/31/2018,4:41:50 PM,3159.66,3772.84,0.06,0.02,0.05,0.04,
5/31/2018,4:41:51 PM,3284.74,3859.03,0.06,0.02,0.07,0.04,
5/31/2018,4:41:52 PM,3398.05,4148.86,0.05,0.03,0.03,0.05,
5/31/2018,4:41:53 PM,3581.35,3883.51,0.05,0.04,0.06,0.05,
5/31/2018,4:41:54 PM,3451.68,3650.59,0.05,0.02,0.10,0.04,
5/31/2018,4:41:55 PM,3400.78,3748.55,0.06,0.02,0.08,0.04,
5/31/2018,4:41:56 PM,3238.72,3928.65,0.06,0.02,0.04,0.05,
5/31/2018,4:41:57 PM,3672.81,3671.29,0.04,0.03,0.09,0.03,
5/31/2018,4:41:58 PM,3260.14,3488.29,0.05,0.02,0.11,0.03,
5/31/2018,4:41:59 PM,3355.65,3751.76,0.05,0.02,0.04,0.04,
5/31/2018,4:42:00 PM,3165.33,3758.70,0.05,0.03,0.05,0.04,
5/31/2018,4:42:01 PM,3176.67,3749.13,0.08,0.02,0.08,0.04,
5/31/2018,4:42:02 PM,3698.82,3272.76,0.02,0.03,0.18,0.02,
5/31/2018,4:42:03 PM,3368.11,3468.71,0.07,0.02,0.21,0.02,
5/31/2018,4:42:04 PM,3517.30,3893.02,0.04,0.03,0.04,0.04,
5/31/2018,4:42:05 PM,3919.05,3971.13,0.02,0.02,0.05,0.05,
5/31/2018,4:42:06 PM,3347.62,3745.63,0.05,0.02,0.07,0.04,
5/31/2018,4:42:07 PM,3558.33,3917.52,0.04,0.02,0.04,0.04,
5/31/2018,4:42:08 PM,3673.04,4012.23,0.04,0.03,0.04,0.05,
5/31/2018,4:42:09 PM,3726.08,3959.26,0.03,0.03,0.06,0.04,
5/31/2018,4:42:10 PM,3417.79,3465.73,0.07,0.02,0.13,0.02,
5/31/2018,4:42:11 PM,3339.19,4006.81,0.08,0.02,0.04,0.05,
5/31/2018,4:42:12 PM,3643.65,3701.21,0.03,0.02,0.07,0.03,
5/31/2018,4:42:13 PM,3277.05,3755.61,0.08,0.02,0.05,0.04,
5/31/2018,4:42:14 PM,3640.70,4031.88,0.03,0.02,0.03,0.05,
5/31/2018,4:42:15 PM,3351.08,3593.06,0.03,0.04,0.17,0.04,
5/31/2018,4:42:16 PM,3545.30,3587.36,0.04,0.02,0.07,0.03,
5/31/2018,4:42:17 PM,3587.68,3852.91,0.06,0.03,0.05,0.04,
5/31/2018,4:42:18 PM,3145.58,3867.90,0.13,0.02,0.05,0.04,
5/31/2018,4:42:19 PM,3249.40,3810.12,0.05,0.02,0.10,0.03,
5/31/2018,4:42:20 PM,3767.32,3423.17,0.03,0.03,0.15,0.03,
5/31/2018,4:42:21 PM,3588.36,3781.67,0.05,0.03,0.05,0.04,
5/31/2018,4:42:22 PM,2960.20,3726.39,0.06,0.02,0.08,0.04,
5/31/2018,4:42:23 PM,3607.51,3790.45,0.03,0.03,0.05,0.04,
5/31/2018,4:42:24 PM,3687.34,3626.84,0.04,0.03,0.09,0.03,
5/31/2018,4:42:25 PM,3249.94,3711.54,0.05,0.02,0.06,0.04,
5/31/2018,4:42:26 PM,3870.82,3999.52,0.03,0.02,0.03,0.05,
5/31/2018,4:42:27 PM,3120.45,3501.27,0.06,0.02,0.06,0.03,
5/31/2018,4:42:28 PM,3568.04,3644.73,0.04,0.03,0.06,0.04,
5/31/2018,4:42:29 PM,3761.67,3958.59,0.04,0.03,0.03,0.05,
5/31/2018,4:42:30 PM,3562.09,3698.95,0.06,0.03,0.09,0.04,
5/31/2018,4:42:31 PM,3499.62,3849.07,0.05,0.03,0.05,0.04,
5/31/2018,4:42:32 PM,3352.10,3280.48,0.05,0.03,0.09,0.02,
5/31/2018,4:42:33 PM,3314.73,3379.40,0.08,0.02,0.27,0.02,
5/31/2018,4:42:34 PM,3767.59,3573.04,0.03,0.04,0.09,0.04,
5/31/2018,4:42:35 PM,3966.51,3903.53,0.02,0.04,0.06,0.05,
5/31/2018,4:42:36 PM,3177.86,4086.33,0.11,0.02,0.04,0.05,
5/31/2018,4:42:37 PM,3397.72,3895.12,0.05,0.03,0.05,0.04,
5/31/2018,4:42:38 PM,3673.09,3792.99,0.05,0.02,0.06,0.04,
5/31/2018,4:42:39 PM,3235.45,3967.41,0.08,0.02,0.03,0.05,
5/31/2018,4:42:40 PM,3314.34,3813.45,0.06,0.02,0.04,0.05,
5/31/2018,4:42:41 PM,3609.48,3685.29,0.03,0.02,0.07,0.03,
5/31/2018,4:42:42 PM,3412.53,3653.88,0.06,0.01,0.07,0.04,
5/31/2018,4:42:43 PM,3772.36,3599.36,0.03,0.02,0.07,0.03,
5/31/2018,4:42:44 PM,3522.29,3563.64,0.04,0.03,0.11,0.03,
5/31/2018,4:42:45 PM,3907.34,3646.09,0.02,0.03,0.09,0.04,
5/31/2018,4:42:46 PM,3639.31,3626.27,0.04,0.02,0.13,0.03,
5/31/2018,4:42:47 PM,3680.58,3737.34,0.03,0.02,0.10,0.03,
5/31/2018,4:42:48 PM,3370.40,3984.83,0.04,0.02,0.04,0.05,
5/31/2018,4:42:49 PM,3400.28,3459.30,0.04,0.02,0.16,0.02,
5/31/2018,4:42:50 PM,3530.30,4034.38,0.04,0.03,0.04,0.06,
5/31/2018,4:42:51 PM,3227.37,3864.37,0.06,0.02,0.04,0.05,
5/31/2018,4:42:52 PM,3319.10,4094.16,0.08,0.02,0.03,0.05,
5/31/2018,4:42:53 PM,3978.78,3775.97,0.02,0.03,0.06,0.04,
5/31/2018,4:42:54 PM,3580.07,3780.19,0.03,0.02,0.06,0.04,
5/31/2018,4:42:55 PM,3869.32,3811.00,0.02,0.02,0.06,0.04,
5/31/2018,4:42:56 PM,3551.40,4082.23,0.04,0.03,0.03,0.05,
5/31/2018,4:42:57 PM,3567.00,3990.06,0.04,0.02,0.04,0.05,
5/31/2018,4:42:58 PM,3118.85,3432.26,0.04,0.03,0.32,0.03,
5/31/2018,4:42:59 PM,3023.39,3902.77,0.21,0.02,0.04,0.04,
5/31/2018,4:43:00 PM,3492.00,3405.80,0.04,0.03,0.14,0.02,
5/31/2018,4:43:01 PM,3214.33,3709.85,0.06,0.03,0.23,0.03,
5/31/2018,4:43:02 PM,3952.91,3440.94,0.02,0.03,0.09,0.02,
5/31/2018,4:43:03 PM,3492.40,3738.17,0.04,0.03,0.06,0.04,
5/31/2018,4:43:04 PM,3797.56,3636.84,0.03,0.03,0.12,0.03,
5/31/2018,4:43:05 PM,3449.06,3696.90,0.05,0.02,0.06,0.03,
5/31/2018,4:43:06 PM,3357.22,3754.20,0.09,0.02,0.04,0.04,
5/31/2018,4:43:07 PM,3259.24,3785.55,0.05,0.03,0.10,0.04,
5/31/2018,4:43:08 PM,3358.37,3564.50,0.05,0.02,0.17,0.03,
5/31/2018,4:43:09 PM,3232.80,3763.83,0.09,0.02,0.04,0.04,
5/31/2018,4:43:11 PM,3512.77,3559.57,0.04,0.03,0.07,0.04,
5/31/2018,4:43:12 PM,3371.34,3800.53,0.04,0.02,0.06,0.04,
5/31/2018,4:43:13 PM,3459.78,3653.77,0.05,0.02,0.08,0.04,
5/31/2018,4:43:14 PM,3053.99,3499.86,0.09,0.02,0.18,0.03,
5/31/2018,4:43:15 PM,3552.53,3586.97,0.04,0.03,0.17,0.03,
5/31/2018,4:43:16 PM,3969.79,3417.15,0.03,0.03,0.28,0.02,
5/31/2018,4:43:17 PM,3190.96,3453.40,0.12,0.02,0.07,0.03,
5/31/2018,4:43:18 PM,3761.61,3433.85,0.03,0.03,0.16,0.04,
5/31/2018,4:43:19 PM,3582.43,3562.69,0.03,0.03,0.16,0.03,
5/31/2018,4:43:20 PM,3187.52,3655.18,0.06,0.02,0.11,0.03,
5/31/2018,4:43:21 PM,3173.20,3408.31,0.12,0.02,0.09,0.04,
5/31/2018,4:43:22 PM,3353.47,3717.55,0.07,0.02,0.14,0.03,
5/31/2018,4:43:23 PM,3789.94,3545.11,0.02,0.03,0.19,0.03,
5/31/2018,4:43:24 PM,3208.85,3547.05,0.04,0.03,0.05,0.03,
5/31/2018,4:43:25 PM,3213.62,4072.77,0.08,0.02,0.03,0.05,
5/31/2018,4:43:26 PM,3347.05,3499.42,0.05,0.03,0.27,0.03,
5/31/2018,4:43:27 PM,3644.90,3538.04,0.03,0.03,0.14,0.03,
