1.4105325992,4.76E-046,8.77E-042,9.75E-042,1.24E-049,2.69E-031,4.74E-038,2.69E-031
1.4148711971,4.74E-046,8.66E-042,9.63E-042,1.24E-049,2.61E-031,4.63E-038,2.61E-031
1.4192231399,4.73E-046,8.55E-042,9.51E-042,1.24E-049,2.53E-031,4.53E-038,2.53E-031
1.4235884687,4.71E-046,8.45E-042,9.39E-042,1.24E-049,2.45E-031,4.44E-038,2.45E-031
1.4279672246,4.70E-046,8.34E-042,9.28E-042,1.24E-049,2.38E-031,4.34E-038,2.38E-031
1.4323594489,4.68E-046,8.24E-042,9.16E-042,1.24E-049,2.31E-031,4.25E-038,2.31E-031
1.4367651831,4.67E-046,8.14E-042,9.05E-042,1.24E-049,2.24E-031,4.17E-038,2.24E-031
1.4411844687,4.65E-046,8.04E-042,8.94E-042,1.24E-049,2.17E-031,4.09E-038,2.17E-031
1.4456173474,4.64E-046,7.94E-042,8.83E-042,1.24E-049,2.11E-031,4.01E-038,2.11E-031
1.450063861,4.62E-046,7.84E-042,8.73E-042,1.24E-049,2.05E-031,3.93E-038,2.05E-031
1.4545240515,4.61E-046,7.74E-042,8.62E-042,1.24E-049,1.99E-031,3.86E-038,1.99E-031
1.4589979608,4.59E-046,7.65E-042,8.51E-042,1.24E-049,1.94E-031,3.79E-038,1.94E-031
1.4634856313,4.58E-046,7.55E-042,8.41E-042,1.24E-049,1.88E-031,3.72E-038,1.88E-031
1.4679871052,4.57E-046,7.46E-042,8.31E-042,1.24E-049,1.83E-031,3.65E-038,1.83E-031
1.472502425,4.55E-046,7.37E-042,8.21E-042,1.24E-049,1.78E-031,3.59E-038,1.78E-031
1.4770316333,4.54E-046,7.28E-042,8.11E-042,1.24E-049,1.73E-031,3.53E-038,1.73E-031
1.4815747727,4.52E-046,7.19E-042,8.01E-042,1.24E-049,1.69E-031,3.48E-038,1.69E-031
1.4861318863,4.51E-046,7.10E-042,7.91E-042,1.24E-049,1.64E-031,3.42E-038,1.64E-031
1.4907030168,4.49E-046,7.01E-042,7.81E-042,1.24E-049,1.60E-031,3.37E-038,1.60E-031
1.4952882076,4.48E-046,6.93E-042,7.72E-042,1.24E-049,1.56E-031,3.32E-038,1.56E-031
1.4998875017,4.47E-046,6.84E-042,7.62E-042,1.24E-049,1.52E-031,3.27E-038,1.52E-031
1.5045009425,4.45E-046,6.76E-042,7.53E-042,1.24E-049,1.49E-031,3.22E-038,1.49E-031
1.5091285737,4.44E-046,6.67E-042,7.44E-042,1.24E-049,1.45E-031,3.18E-038,1.45E-031
1.5137704388,4.42E-046,6.59E-042,7.35E-042,1.24E-049,1.41E-031,3.14E-038,1.41E-031
1.5184265817,4.41E-046,6.51E-042,7.26E-042,1.24E-049,1.38E-031,3.10E-038,1.38E-031
1.5230970461,4.39E-046,6.43E-042,7.17E-042,1.24E-049,1.35E-031,3.06E-038,1.35E-031
1.5277818763,4.38E-046,6.35E-042,7.08E-042,1.24E-049,1.32E-031,3.03E-038,1.32E-031
1.5324811163,4.37E-046,6.27E-042,6.99E-042,1.24E-049,1.29E-031,2.99E-038,1.29E-031
1.5371948105,4.35E-046,6.20E-042,6.91E-042,1.24E-049,1.26E-031,2.96E-038,1.26E-031
1.5419230034,4.34E-046,6.12E-042,6.82E-042,1.24E-049,1.23E-031,2.93E-038,1.23E-031
1.5466657395,4.33E-046,6.04E-042,6.74E-042,1.24E-049,1.20E-031,2.90E-038,1.20E-031
1.5514230636,4.31E-046,5.97E-042,6.66E-042,1.24E-049,1.18E-031,2.87E-038,1.18E-031
