0.0,5.40128028028
2.0000000000000004,5.39845245245
4.000000000000001,5.39619019019
6.0,5.39336236236
8.000000000000002,5.3911001001
10.0,5.38883783784
12.0,5.38714114114
14.0,5.38544444444
16.000000000000004,5.38374774775
18.0,5.38205105105
20.0,5.38035435435
-0.0,5.40128028028
-2.0000000000000004,5.40467367367
-4.000000000000001,5.40806706707
-6.0,5.41202602603
-8.000000000000002,5.41655055055
-10.0,5.42164064064
-12.0,5.42673073073
-14.0,5.43295195195
-16.000000000000004,5.4403043043
-18.0,5.44878778779
-20.0,5.4584024024
